"","ROI"
"1335",19562.5132133882
"1336",41196.7520665104
"1337",28339.9589855562
"1338",145284.25999652
"1339",65951.756591674
"1340",30727.2636230921
"1341",36201.1327266387
"1342",22517.3383930149
"1343",28165.0919458235
"1344",42102.1068420868
"1345",35481.5911905342
"1346",19453.9311837709
"1347",NA
"1348",19423.5559378693
"1349",49822.6652432054
"1350",25709.9156593221
"1351",129927.006024291
"1352",56802.1662409818
"1353",24186.4723759277
"1354",36186.9922213216
"1355",24453.2202138707
"1356",47108.6945562802
"1357",10632.0213379191
"1358",16748.9290239993
"1359",14771.2458351871
"1360",18100.3928803196
"1361",21748.1385450572
"1362",18857.2194334247
"1363",20174.7304327366
"1364",16945.0742930413
"1365",7351.90280635092
"1366",12898.4145241632
"1367",68162.1537299296
"1368",32757.2049018551
"1369",21571.5832545853
"1370",9882.03400779023
"1371",30423.9562781542
"1372",38724.6180103438
"1373",33775.5695959507
"1374",29096.8925137702
"1375",16804.013994166
"1376",29164.1417018854
"1377",54215.8237861795
"1378",NA
"1379",40595.5037133534
"1380",52729.2321652954
"1381",50564.6399483021
"1382",NA
"1383",39628.8223166704
"1384",48826.2573248581
"1385",12445.3742766168
"1386",32332.0484623653
"1387",37739.7544980944
"1388",15962.7882366799
"1389",31018.7926345334
"1390",37471.0954359112
"1391",70628.0452160615
"1392",31098.2858731399
"1393",24989.127216306
"1394",153834.333330807
"1395",109911.833095162
"1396",34939.2886758218
"1397",71551.5891555119
"1398",29110.7907173621
"1399",52523.8602303666
"1400",40865.1887911978
"1401",25867.6073214666
"1402",20864.1178582523
"1403",90747.6712623346
"1404",19401.5626847472
"1405",30532.0333422898
"1406",38867.5329958558
"1407",16019.4239071312
"1408",34490.6212271972
"1409",20768.3660625889
"1410",63571.850110973
"1411",330975.375122051
"1412",79922.8112854945
"1413",286234.331281157
"1414",32844.0470042576
"1415",71592.9158411238
"1416",240509.604716539
"1417",96385.7613012482
"1418",13019.5876769803
"1419",307987.432707666
"1420",65991.8338619239
"1421",118545.436355935
"1422",29127.36564335
"1423",218144.161093097
"1424",116950.437873739
"1425",93458.835352148
"1426",137303.875079463
"1427",118841.098522202
"1428",260545.864975398
"1429",109444.995897533
"1430",78784.3618357738
"1431",142901.175571145
"1432",72193.5871240821
"1433",67589.3147357345
"1434",45159.1711112627
"1435",43007.9863452586
"1436",36263.249390771
"1437",21353.7814084616
"1438",27948.1063486173
"1439",19548.7979720042
"1440",58473.6490724954
"1441",46133.1076661459
"1442",108551.582735622
"1443",165400.986699432
"1444",43920.6932252226
"1445",43919.3374038973
"1446",34979.3962896516
"1447",45090.9854822987
"1448",43349.4227695257
"1449",27996.5913715307
"1450",44531.8919626503
"1451",44544.9664973403
"1452",26316.2852469588
"1453",15810.798904296
"1454",44904.2780643524
"1455",26885.5639925815
"1456",57999.2234421114
"1457",57350.6084090692
"1458",64452.4755830689
"1459",11987.33425855
"1460",72684.5220335686
"1461",10337.6975644737
"1462",19887.7608430678
"1463",12798.6226596324
"1464",23265.2854489702
"1465",13474.1109726622
"1466",64395.9205436435
"1467",24944.9144757108
"1468",80579.7597466098
"1469",17341.3702076744
"1470",47661.1703062893
"1471",24741.5494064119
"1472",26076.6453101826
"1473",33619.2702503965
"1474",37041.593110595
"1475",56351.4080759291
"1476",17949.1016874373
"1477",20264.2437170416
"1478",78105.5667552603
"1479",41207.5044872915
"1480",23711.600828956
"1481",38766.3576154732
"1482",32245.815341769
"1483",49783.009037468
"1484",27410.2793807888
"1485",69456.2640247519
"1486",51249.2071921813
"1487",26027.5682910625
"1488",34905.7029859904
"1489",26810.4029968539
"1490",35998.3954842485
"1491",65781.777169969
"1492",18608.3264800879
"1493",32453.5724933689
"1494",43974.159643389
"1495",57336.0090282286
"1496",25505.8600791925
"1497",46507.329739234
"1498",43236.3771813207
"1499",31476.4086651902
"1500",42878.6078326632
"1501",52336.3682769956
"1502",18476.9847356043
"1503",32407.8442826978
"1504",19103.5085877703
"1505",15698.5548255139
"1506",17369.7784398612
"1507",54246.8970078018
"1508",63866.6762333328
"1509",81947.077254587
"1510",47134.9045244087
"1511",31457.8996532819
"1512",12364.1169151755
"1513",63161.919363552
"1514",21618.3105885049
"1515",18137.9072802124
"1516",31325.7779627448
"1517",35434.3220414402
"1518",32075.6974521629
"1519",NA
"1520",50357.3982998773
"1521",NA
"1522",22050.4267511105
"1523",37677.6167147674
"1524",9034.92990010701
"1525",21164.9429539603
"1526",19497.417718044
"1527",24252.9378047407
"1528",42378.2440984118
"1529",56172.6151513106
"1530",26915.2029889975
"1531",36428.9808855739
"1532",19645.8170466542
"1533",33582.184086302
"1534",38324.939298075
"1535",15682.9174442259
"1536",80324.9250565382
"1537",48156.0139873724
"1538",18034.4673854728
"1539",58880.9989344722
"1540",79850.1961843641
"1541",27765.4418290332
"1542",23877.5135769959
"1543",52757.9914095822
"1544",78050.0649982984
"1545",29128.3186328229
"1546",29894.9064559799
"1547",37896.1905618495
"1548",82719.8782985502
"1549",43552.0051147696
"1550",12541.1451768829
"1551",28764.7614263183
"1552",51301.1042111187
"1553",43255.0495872772
"1554",31170.5040773786
"1555",23324.8772949928
"1556",NA
"1557",12248.4907736919
"1558",27206.5621440779
"1559",70633.02098442
"1560",19806.3508871078
"1561",33811.5802138559
"1562",22388.8851696078
"1563",53046.2612805828
"1564",22890.5544664453
"1565",15796.0099075508
"1566",24793.5024889143
"1567",44895.2943363989
"1568",21629.1131723328
"1569",21021.2092056051
"1570",54052.6867268383
"1571",14282.9005780995
"1572",43474.8371346313
"1573",68387.4870908874
"1574",35049.7482119078
"1575",50272.512553929
"1576",15517.1366688672
"1577",273826.44070687
"1578",NA
"1579",81061.4871483345
"1580",25023.7060725806
"1581",50854.1072336035
"1582",45760.740904307
"1583",5498.86269707563
"1584",25370.5237630805
"1585",20625.775442165
"1586",27975.1231714991
"1587",103316.264819238
"1588",NA
"1589",86555.8478288971
"1590",33103.5385648764
"1591",100718.593144689
"1592",23177.6849816923
"1593",41408.5620637709
"1594",35370.680953393
"1595",NA
"1596",71360.436433938
"1597",27423.9491778608
"1598",29795.6971841484
"1599",26407.1474429657
"1600",56861.8393463844
"1601",22025.5725618093
"1602",47069.0185041032
"1603",22333.3017965243
"1604",22272.6607912178
"1605",29837.6205447189
"1606",26418.2750840703
"1607",31034.6478558438
"1608",63450.5071792239
"1609",26706.9022190672
"1610",41113.7839743452
"1611",51895.1256478331
"1612",43692.6198325202
"1613",51751.1056955717
"1614",30104.0315017807
"1615",29231.2140523058
"1616",51205.4454202832
"1617",19948.2992726792
"1618",15209.1284787882
"1619",34389.6571511349
"1620",164818.517964544
"1621",27648.3343157339
"1622",35095.1870607415
"1623",82947.6107212556
"1624",54909.4396356869
"1625",30869.3183285128
"1626",42848.4930816484
"1627",110908.56542011
"1628",61653.9526940814
"1629",14087.9791606417
"1630",17793.2276393242
"1631",34480.5091253862
"1632",33853.2031142409
"1633",21923.0001669881
"1634",19821.9793375982
"1635",49771.4268503902
"1636",22260.9970452568
"1637",31806.2617094907
"1638",28904.9816414951
"1639",21633.3179795817
"1640",31659.0068892433
"1641",NA
"1642",17396.7159811757
"1643",32258.5018450867
"1644",43550.5401007823
"1645",7566.24922190125
"1646",34509.0411774188
"1647",47042.7335912601
"1648",63574.3374496879
"1649",160699.65038365
"1650",61850.0322950032
"1651",32136.7114830644
"1652",42670.2880383951
"1653",9987.38555387293
"1654",59536.4497482508
"1655",14855.6995848623
"1656",41182.5847919217
"1657",32395.9603387165
"1658",11277.4583768904
"1659",65424.2108898525
"1660",113585.192314225
"1661",51829.8984945374
"1662",81979.4128689184
"1663",51299.5073950159
"1664",5380.73480506163
"1665",29730.1276807883
"1666",26469.3171938209
"1667",79509.6012550314
"1668",22911.3714398065
"1669",31082.4156479977
"1670",63343.5503282213
"1671",NA
"1672",40736.1206969155
"1673",43748.514050358
"1674",75294.5648922105
"1675",32750.6450793588
"1676",20300.0787321274
"1677",40309.2141069724
"1678",37336.5259054309
"1679",54987.0330898171
"1680",57959.4944085611
"1681",13966.0494024636
"1682",40225.877682615
"1683",106476.909007637
"1684",39513.9861263671
"1685",17403.8432152156
"1686",13887.9903045179
"1687",93142.0288647899
"1688",17006.278340032
"1689",42735.8191098201
"1690",72294.8738081
"1691",43158.3574838873
"1692",64146.8444410023
"1693",256886.533869674
"1694",44427.1214824699
"1695",10944.9508575218
"1696",35806.3605220513
"1697",32434.0304454052
"1698",32386.6439611868
"1699",41763.7243929725
"1700",33539.6037869911
"1701",50024.2016965796
"1702",62499.1306155803
"1703",57308.874130409
"1704",11830.5850460098
"1705",22518.0509742655
"1706",87456.3013682521
"1707",18720.0223803976
"1708",105343.083933666
"1709",123613.308184984
"1710",54925.3153744312
"1711",NA
"1712",34346.8147221799
"1713",101273.12752359
"1714",61192.2177632812
"1715",12299.8311321233
"1716",34836.0648357796
"1717",30746.8991439323
"1718",29086.2506612737
"1719",25167.2581495649
"1720",21154.7148263813
"1721",34689.4573359437
"1722",29097.2504008932
"1723",33606.230085636
"1724",NA
"1725",32886.2139862283
"1726",39969.8559691296
"1727",73778.6196846947
"1728",16767.156087202
"1729",20835.0088052894
"1730",16607.1838484202
"1731",48567.5550884131
"1732",37439.6939233281
"1733",64582.9279322123
"1734",28964.3406599584
"1735",20312.728431181
"1736",42267.1369148649
"1737",27643.0508624227
"1738",15564.4176700154
"1739",112534.249159454
"1740",62898.382480651
"1741",20481.7332558569
"1742",24737.3686164751
"1743",38445.1360246279
"1744",21362.7208389978
"1745",45482.5843019468
"1746",34820.1533154526
"1747",35748.9435307808
"1748",44969.2046578259
"1749",36814.6375198157
"1750",46493.5761250436
"1751",28927.0758828863
"1752",49551.8756738453
"1753",23675.2424028713
"1754",32084.0026886944
"1755",155926.75431612
"1756",96421.1483713017
"1757",22030.8427753792
"1758",70134.6477639759
"1759",44490.4242335091
"1760",25339.4615014504
"1761",56839.2369314295
"1762",46476.4056363504
"1763",15952.0682649945
"1764",25743.3407566585
"1765",23292.0033239757
"1766",95863.4069376212
"1767",38984.752653101
"1768",102338.166514648
"1769",48551.4844011441
"1770",49424.2938487303
"1771",43565.6014512212
"1772",21014.383687424
"1773",59028.3576773146
"1774",39807.8250127722
"1775",60477.7981421867
"1776",33255.1032314479
"1777",35199.2145455129
"1778",34307.2241272367
"1779",40377.9731181009
"1780",46026.0277211532
"1781",94782.2244244942
"1782",36967.8975756156
"1783",91837.0618594205
"1784",39832.9434432621
"1785",53261.1435225376
"1786",19299.2788038406
"1787",70462.6113113312
"1788",42821.561155506
"1789",39501.023748751
"1790",14254.1767872992
"1791",70797.7912138186
"1792",47118.9549935721
"1793",16609.9942386368
"1794",25552.1284029348
"1795",35406.6207397478
"1796",69006.4610846565
"1797",28844.1612478073
"1798",26920.8151324228
"1799",15358.8166064858
"1800",126657.234028551
"1801",55184.2721797393
"1802",86508.5649907828
"1803",24412.4556468521
"1804",42391.0268004626
"1805",38864.441291431
"1806",32911.2988630055
"1807",52422.5186304251
"1808",32355.4554257763
"1809",39839.6160240576
"1810",62173.2847299052
"1811",83983.0129901371
"1812",19791.341958217
"1813",175638.119325692
"1814",10057.3102569703
"1815",70202.3001408158
"1816",22400.3197919008
"1817",47128.4640615588
"1818",21629.4001470354
"1819",17209.7187046303
"1820",46293.6897066964
"1821",40844.5127238547
"1822",86446.0957509752
"1823",31443.9496970075
"1824",24538.2299728343
"1825",70331.5111987469
"1826",39003.5687417608
"1827",27259.355778976
"1828",13882.2536548441
"1829",47144.9190651723
"1830",48611.1618477872
"1831",135636.50603571
"1832",34634.5655195718
"1833",57316.7899006642
"1834",31424.594904058
"1835",40691.7257080596
"1836",78894.720488425
"1837",50081.9064825356
"1838",20510.146050026
"1839",39522.9897476572
"1840",42925.6740229827
"1841",25772.5293866751
"1842",201287.941847589
"1843",22847.4832948684
"1844",10772.9776423934
"1845",550729.339522553
"1846",11195.9826741228
"1847",22392.5872084855
"1848",57701.2149987657
"1849",22223.3493087353
"1850",35730.007887861
"1851",36949.9134452188
"1852",25528.2860307942
"1853",32363.82166933
"1854",33917.2488460799
"1855",11543.9285382675
"1856",16494.1184620542
"1857",45888.8805903103
"1858",128977.964057015
"1859",20446.5793689359
"1860",46058.1469582208
"1861",28295.2227447084
"1862",51258.2412839419
"1863",16591.6848932255
"1864",54145.1231271404
"1865",19362.3512989899
"1866",30400.1521125322
"1867",37107.5652507091
"1868",14666.2764252623
"1869",39183.2591241534
"1870",62942.7534428886
"1871",19480.0344018973
"1872",58560.1175081697
"1873",61000.6577766965
"1874",125022.278208854
"1875",82038.2329195361
"1876",28295.9180075955
"1877",18847.4376523619
"1878",151732.965629659
"1879",14408.3568112096
"1880",41036.5014345513
"1881",36162.3009091708
"1882",42809.0075341494
"1883",24486.9603614856
"1884",46025.9139984045
"1885",147260.912264087
"1886",109435.476467623
"1887",37029.2954364063
"1888",25882.0890195527
"1889",13886.5862374982
"1890",54311.1060683229
"1891",20230.7087880637
"1892",33846.9113725671
"1893",43000.7998901241
"1894",42464.047794915
"1895",165249.306520595
"1896",20859.5198080167
"1897",83378.871842771
"1898",18164.9210931114
"1899",124566.388979912
"1900",NA
"1901",17061.7483739019
"1902",NA
"1903",17888.2746241862
"1904",17444.192706254
"1905",NA
"1906",NA
"1907",11019.321057479
"1908",49759.9803982951
"1909",19541.7573550074
"1910",NA
"1911",24975.8028759555
"1912",23664.9155470335
"1913",12529.1983988962
"1914",NA
"1915",NA
"1916",NA
"1917",29633.9215952081
"1918",4003.0245685367
"1919",NA
"1920",10937.49738718
"1921",16610.2177770763
"1922",13632.4272113129
"1923",22551.9537637734
"1924",NA
"1925",NA
"1926",19250.4773662717
"1927",33473.2181531007
"1928",16688.1809275504
"1929",NA
"1930",51265.3855999014
"1931",20668.8289939906
"1932",NA
"1933",17815.8876740662
"1934",NA
"1935",19147.3561597788
"1936",22249.877450588
"1937",16402.3113372873
"1938",42748.4451388259
"1939",NA
"1940",41542.307643687
"1941",19528.027367538
"1942",NA
"1943",NA
"1944",46346.4862239341
"1945",24402.1041736301
"1946",19628.5649025542
"1947",52288.3751468238
"1948",12738.2107453921
"1949",21529.7719266586
"1950",11231.3080674859
"1951",10722.3778967957
"1952",17233.2766009085
"1953",NA
"1954",NA
"1955",NA
"1956",14489.1278841364
"1957",16519.41097507
"1958",40666.2676032337
"1959",12597.6906864017
"1960",51071.6775422807
"1961",NA
"1962",NA
"1963",15409.4031935127
"1964",5695.29755483494
"1965",19551.4790100635
"1966",18541.9876208564
"1967",16527.8821565899
"1968",24873.6352063208
"1969",9167.2973805115
"1970",37565.5945890844
"1971",8825.97694244654
