"","ROI"
"8651",31885.7455007612
"8652",16547.7182291564
"8653",37258.3923520575
"8654",68453.0373569459
"8655",194129.631402295
"8656",69499.6594523396
"8657",76845.7952423507
"8658",13583.8559626649
"8659",51225.2863089235
"8660",44893.9793404415
"8661",NA
"8662",NA
"8663",24695.4996414659
"8664",34127.0777049291
"8665",43244.0325659294
"8666",53451.0849944567
"8667",24584.3245291108
"8668",38750.100766363
"8669",39658.0648696057
"8670",NA
"8671",37165.0026867971
"8672",42830.7573495351
"8673",30371.2096052441
"8674",34862.6160040756
"8675",201375.999749059
"8676",294366.007981578
"8677",46252.2576128294
"8678",27572.1911003908
"8679",37017.3410312383
"8680",48475.2830944618
"8681",35182.1699242466
"8682",174754.66383102
"8683",99025.6937705923
"8684",112850.715582953
"8685",52522.6493992497
"8686",51615.9444721985
"8687",30450.7623820611
"8688",14141.757386147
"8689",33993.1844805693
"8690",90327.2182151304
"8691",232077.894861805
"8692",15407.7260149471
"8693",221083.783252504
"8694",123719.209302395
"8695",322644.162055162
"8696",134431.450897298
"8697",94193.4891554753
"8698",40507.8488847417
"8699",56437.0255386714
"8700",50799.0926488217
"8701",NA
"8702",34985.4420815921
"8703",33958.4785510558
"8704",238372.093006453
"8705",70894.3148501369
"8706",40893.4383251629
"8707",52429.0739583934
"8708",57180.3994472816
"8709",33879.668833597
"8710",29978.5345856965
"8711",141373.623077969
"8712",69204.3829181765
"8713",53917.0561260867
"8714",20470.9649358008
"8715",33729.7905036309
"8716",39189.5623612062
"8717",88613.8661864481
"8718",78667.3695784646
"8719",NA
"8720",109475.887591324
"8721",48641.1993134834
"8722",96265.3009939716
"8723",68101.6543418609
"8724",42077.1713634378
"8725",48825.8283711635
"8726",39014.9052878611
"8727",15718.2204236092
"8728",45178.1225841005
"8729",127177.583942915
"8730",54689.141357547
"8731",31664.0643229483
"8732",47961.7567862401
"8733",13106.2724594686
"8734",40262.2903901133
"8735",54625.9111215401
"8736",79178.7389242265
"8737",21096.6541866096
"8738",20805.3846139543
"8739",160494.02179765
"8740",NA
"8741",66040.1585631818
"8742",39691.733376298
"8743",159497.35562075
"8744",20284.185448309
"8745",180227.619265833
"8746",77175.7581145226
"8747",NA
"8748",29364.7600709796
"8749",197069.026089354
"8750",38996.0741600836
"8751",71581.3626110927
"8752",30852.8625106452
"8753",19391.9597194447
"8754",95043.3960380097
"8755",63181.2446513125
"8756",266338.931546949
"8757",192766.392245186
"8758",25285.3894049422
"8759",69215.1603538874
"8760",19657.88978465
"8761",21363.6145336243
"8762",30261.0728699677
"8763",34214.5829402461
"8764",140393.437858317
"8765",69441.107404805
"8766",149651.065486865
"8767",51093.078991011
"8768",5469.48330891289
"8769",67869.7963648202
"8770",39410.8643906397
"8771",186652.80357998
"8772",176830.216520966
"8773",29146.1468494974
"8774",17195.4518817552
"8775",44755.2558878049
"8776",56678.5843331237
"8777",44291.0511727681
"8778",96334.4194581365
"8779",14002.5243268609
"8780",35576.8312323834
"8781",28616.5982377226
"8782",25388.2708006693
"8783",145173.888596005
"8784",37060.8139471298
"8785",111502.434461961
"8786",30622.8769766955
"8787",19295.9372922742
"8788",32350.4524674248
"8789",90744.3534958016
"8790",14875.7512916687
"8791",42318.269002599
"8792",388343.858136625
"8793",11931.3467007654
"8794",54382.9041842443
"8795",8832.02255821876
"8796",45091.8968482179
"8797",45240.4321726941
"8798",31224.9961572576
"8799",176350.626872666
"8800",153142.152423414
"8801",21495.9764749657
"8802",51543.7658792554
"8803",17902.6372606108
"8804",23325.7538315024
"8805",37126.8238499254
"8806",243236.277988036
"8807",34595.1270711345
"8808",15630.3651551715
"8809",58647.3506834025
"8810",32188.4531467517
"8811",22084.2423571654
"8812",190808.023106148
"8813",52297.0561704737
"8814",48998.9650323857
"8815",54464.386516847
"8816",36897.6201252895
"8817",17850.7058813884
"8818",74513.0448450468
"8819",73464.7608889182
"8820",23709.9393593797
"8821",63663.5660958878
"8822",48591.5936793469
"8823",339716.232320936
"8824",212518.903555957
"8825",43905.8771952718
"8826",51713.5261362631
"8827",17112.7394690296
"8828",40885.616682096
"8829",38193.5532618425
"8830",15792.1710281479
"8831",22604.0067497005
"8832",25141.9149125635
"8833",172640.389425066
"8834",16652.8852425744
"8835",20848.6065544051
"8836",41278.3983784088
"8837",38341.7629818702
"8838",43062.2370140123
"8839",43537.7388157812
"8840",40549.7701519176
"8841",41798.3325510896
"8842",61909.2033954201
"8843",NA
"8844",119718.119495801
"8845",278251.789280168
"8846",169991.985503928
"8847",253149.010995364
"8848",44123.9474493562
"8849",47036.0015158644
"8850",176858.645433504
"8851",274013.808453026
"8852",33448.8642792558
"8853",21853.3007383853
"8854",247640.530062175
"8855",201070.584578487
"8856",36252.5813100243
"8857",24398.3266546614
"8858",67094.8563217821
"8859",31918.1633410851
"8860",47422.2683859954
"8861",51243.5609015179
"8862",93343.7170298526
"8863",210368.932954869
"8864",28774.7798491988
"8865",29984.7201204897
"8866",21935.6931738624
"8867",31390.5499348651
"8868",48278.851753405
"8869",205387.226206369
"8870",17890.1148934253
"8871",16744.3808955085
"8872",26202.4490753307
"8873",35568.0960718093
"8874",26307.3087460476
"8875",147669.080825436
"8876",75083.8628052118
"8877",40577.2510994375
"8878",43532.8116902328
"8879",145313.228805491
"8880",92228.1406540978
"8881",94750.2569651056
"8882",17518.6403998288
"8883",162744.207714865
"8884",100039.870873809
"8885",90355.1372235486
"8886",56323.3204354498
"8887",66845.5955067572
"8888",107144.8554613
"8889",22360.0430170887
"8890",46275.7061897959
"8891",160048.769264121
"8892",51313.4518875175
"8893",13014.1591643716
"8894",41257.114738035
"8895",30508.0086378337
"8896",137791.585024558
"8897",20790.6852659139
"8898",24956.3518418588
"8899",30792.4245715931
"8900",52945.5139434489
"8901",37481.0410665354
"8902",24274.2418219927
"8903",34596.7392364295
"8904",16823.9440525379
"8905",48846.9456516941
"8906",55484.4074646409
"8907",47679.1159260398
"8908",6278.6668299381
"8909",47083.1633245008
"8910",55678.5868543769
"8911",62764.5813207638
"8912",43596.2600665955
"8913",34020.0682890906
"8914",45323.2451942366
"8915",32210.6365552521
"8916",46335.1568990484
"8917",39494.2641985855
"8918",46499.4428517141
"8919",51819.8364138577
"8920",25390.7292016658
"8921",35757.2408551082
"8922",31348.508632109
"8923",42966.2511498492
"8924",32430.9910173978
"8925",19679.9549031042
"8926",36419.24376425
"8927",14143.0245471389
"8928",49758.8896638846
"8929",47394.3479902385
"8930",130356.956520536
"8931",10368.6385808073
"8932",50243.1386707343
"8933",31035.8089649779
"8934",11633.1526552292
"8935",5243.37039808455
"8936",19332.5644227367
"8937",158231.260713307
"8938",54067.6061895365
"8939",50297.9948619591
"8940",20201.7545940318
"8941",155701.838459393
"8942",49384.3675382833
"8943",71660.674363353
"8944",59028.5203664466
"8945",60660.851878237
"8946",52795.0085521604
"8947",37688.6737244084
"8948",281226.91054565
"8949",40012.0517180235
"8950",82866.525116722
"8951",59316.5150646182
"8952",32094.8838785407
"8953",32819.1302500431
"8954",17885.1810084002
"8955",25441.03014298
"8956",155127.209911248
"8957",47708.3926571771
"8958",47776.9990665014
"8959",56662.0913840527
"8960",22299.1370813295
"8961",55152.2630218088
"8962",6409.30324162792
"8963",5609.32339543402
"8964",28379.2534320393
"8965",59066.9498929549
"8966",27908.6402149079
"8967",62692.3522414547
"8968",19074.4174904477
"8969",35710.7960367212
"8970",31834.0622207609
"8971",157710.888242544
"8972",60286.3693613636
"8973",76733.8829816971
"8974",5959.90632047116
"8975",194630.677632116
"8976",25245.9511679121
"8977",24614.7114815695
"8978",50169.7553434812
"8979",57907.1930001551
"8980",100700.258066307
"8981",41276.7284239673
"8982",45714.3161551389
"8983",27544.0328787102
"8984",65824.7810028069
"8985",22725.0117741643
"8986",188624.232887432
"8987",52379.1631046617
"8988",28446.1653508467
"8989",52021.7673476636
"8990",22097.9133137954
"8991",66124.4725590975
"8992",NA
"8993",38354.7091627185
"8994",58760.4492155783
"8995",65432.9313131841
"8996",46631.7213683863
"8997",310827.72475757
"8998",214707.472453994
"8999",107484.577473002
"9000",21593.3031729829
"9001",21468.8645549469
"9002",22716.2740153729
"9003",25054.5939685921
"9004",28973.1976403235
"9005",43171.6854707657
"9006",50166.3414718085
"9007",35610.0949172325
"9008",87859.1349696623
"9009",59017.6810911206
"9010",36223.020995877
"9011",30994.5676217695
"9012",13169.9902474924
"9013",34317.2797638042
"9014",4789.51407271815
"9015",62494.5708699322
"9016",32348.4358904767
"9017",28138.9941186758
"9018",25069.5892180802
"9019",47593.5261953334
"9020",80848.8383513683
"9021",45166.5707091655
"9022",27612.7984816728
"9023",NA
"9024",34903.9017342488
"9025",23854.8855440776
"9026",43515.4637895781
"9027",38422.104388338
"9028",NA
"9029",11036.0729968881
"9030",35362.6373236369
"9031",34590.2484118434
"9032",10096.6283484832
"9033",47080.6590976518
"9034",50937.9268652132
"9035",35694.5329351394
"9036",29885.7300030379
"9037",14481.2365027275
"9038",16600.2632066083
"9039",16256.5584878222
"9040",26720.0176684996
"9041",16398.7754217262
"9042",39685.6325650915
"9043",10157.8522385511
"9044",65320.9182299335
"9045",16365.8345370753
"9046",104970.909944053
"9047",NA
"9048",NA
"9049",97579.0381602642
"9050",55675.6928387439
"9051",NA
"9052",14583.0899031728
"9053",62663.9577793273
"9054",42956.8407846418
"9055",16589.8220837064
"9056",21226.7086040466
"9057",NA
"9058",18583.716097134
"9059",83374.1884827685
"9060",46580.6021616156
"9061",36592.6982676757
"9062",54321.890407842
"9063",33344.8787084021
"9064",33546.6648950268
"9065",27401.0490799519
"9066",11054.4540971173
"9067",16371.1965418134
"9068",18311.2329877718
"9069",35492.8887316279
"9070",27521.431167883
"9071",NA
"9072",50965.6945463218
"9073",56160.4065669928
"9074",58112.0451480265
"9075",34099.2338202029
"9076",70184.6294768931
"9077",5823.44869409146
"9078",28354.0704009958
"9079",25537.1047830853
"9080",42055.3004578702
"9081",18791.161077087
"9082",22691.9887147508
"9083",36151.5160650657
"9084",42684.8864641703
"9085",37192.8118786698
"9086",45112.0431048118
"9087",12181.4153174349
"9088",37414.9926717407
"9089",30604.6078820345
"9090",23551.855902188
"9091",27718.252508793
"9092",41728.4058332991
"9093",20179.7790087951
"9094",46960.7730987155
"9095",64286.4399167555
"9096",17400.3356322079
"9097",61077.8876518877
"9098",NA
"9099",69528.4032019618
"9100",82997.440538229
"9101",35484.9367663899
"9102",33015.884489053
"9103",21805.4599198237
"9104",12251.6953486582
"9105",71079.7295360707
"9106",40370.2654000479
"9107",56615.3024910813
"9108",15798.3525849827
"9109",17826.2423284757
"9110",37989.7855533342
"9111",53431.6483581198
"9112",61291.8798085827
"9113",NA
"9114",11578.2217301936
"9115",9647.04138553284
"9116",18820.8614936452
"9117",12391.7869056166
"9118",65005.9247005493
"9119",20979.9915873095
"9120",19139.4507181319
"9121",47119.9224951437
"9122",40368.7675990815
"9123",19047.3603498519
"9124",16474.4312487146
"9125",29313.834148555
"9126",33436.167210882
"9127",12650.1717551363
"9128",67989.6712064377
"9129",54823.0025265992
"9130",22316.4969732537
"9131",29689.4412397257
"9132",71827.6667646214
"9133",29952.9233975297
"9134",56617.969519111
"9135",34816.7961964608
"9136",36552.9580915717
"9137",20237.0499750855
"9138",47873.9759068668
"9139",23682.9453761701
"9140",21529.5331569528
"9141",20608.2855378645
"9142",40554.738533071
"9143",16771.8541539287
"9144",17689.3362822503
"9145",12765.3926095648
"9146",33215.6402535317
"9147",27632.708227402
"9148",50686.8049768277
"9149",12709.0770123473
"9150",66749.6761242545
"9151",47352.456970096
"9152",41237.0751507877
"9153",37020.0481171494
"9154",26696.612624213
"9155",14443.9642887833
"9156",17287.9722180987
"9157",17157.8077480857
"9158",19849.4067161209
"9159",73642.0468727622
"9160",NA
"9161",42009.7941003019
"9162",26925.997407599
"9163",72603.2553939886
"9164",24099.5966288983
"9165",207628.677112082
"9166",71254.164496942
"9167",62489.5955525051
"9168",63262.8305350663
"9169",6257.84788548049
"9170",29005.7484917943
"9171",36474.9677906362
"9172",24579.0716511065
"9173",12595.6543428062
"9174",38511.7843780117
"9175",23584.7151146081
"9176",38603.5493069435
"9177",34135.4697840371
"9178",44047.6081005096
"9179",28674.3613275341
"9180",44515.2920626445
"9181",19370.1736235092
"9182",80511.2588473575
"9183",20376.849553919
"9184",17982.6756836376
"9185",23542.674826315
"9186",48837.4822460875
"9187",100843.283665348
"9188",5724.41852546018
"9189",17499.5345997237
"9190",19599.0418971722
"9191",29531.0531185502
"9192",45833.3663434845
"9193",37267.5321065343
"9194",15809.0401135972
"9195",35360.3049926753
"9196",11747.1393513534
"9197",30722.4309573117
"9198",NA
"9199",46087.925218432
"9200",51343.644102284
"9201",22774.0953572566
"9202",72594.7228437186
"9203",NA
"9204",19107.7046747546
"9205",28730.0727752855
"9206",19477.2797705061
"9207",29084.7994169764
"9208",20743.3756839372
"9209",26327.3663703638
"9210",32583.7652873202
"9211",33861.957186511
"9212",11308.107390225
"9213",20753.4780609469
"9214",43051.2322755656
"9215",36936.8939413767
"9216",34292.6102973029
"9217",62524.3348265122
"9218",34713.7856524515
"9219",26144.6592389727
"9220",25520.1374568945
"9221",16208.4813923149
"9222",28291.0791937952
"9223",37709.2554219033
"9224",26889.7275454029
"9225",90624.6873054548
"9226",20054.6012675369
"9227",28782.1884359435
"9228",25789.908679908
"9229",38085.8082019569
"9230",58937.9999335257
"9231",77744.7011168378
"9232",39591.1942254248
"9233",14097.1644830582
"9234",22040.4891267863
"9235",23190.0163586161
"9236",14087.1711448286
"9237",146946.197479814
"9238",14907.3175224553
"9239",16678.9019226777
"9240",20500.5822172903
"9241",37313.6199114703
"9242",10894.5543636082
"9243",43245.3516547057
"9244",34274.0759799507
"9245",NA
"9246",25140.0668869789
"9247",28773.3865517267
"9248",40602.2826375964
"9249",15807.7946181391
"9250",5475.87029729714
"9251",13814.4219537378
"9252",25574.5262862875
"9253",44252.8941906068
"9254",32746.2199357167
"9255",19608.0795360432
"9256",31085.6312181532
"9257",33061.8668723038
"9258",115541.098411836
"9259",102992.28840415
"9260",21629.1549500422
"9261",40469.7363225206
"9262",54171.3730448146
"9263",50894.0605686659
"9264",29957.0991792781
"9265",56467.6785486099
"9266",60464.0386844461
"9267",32817.6215022305
"9268",25900.4325020981
"9269",12398.0821207609
"9270",7009.00563661812
"9271",14609.7764233047
"9272",48528.2715288627
"9273",19097.0825117153
"9274",16972.1646170098
"9275",45024.4550032042
"9276",13083.9963916838
"9277",25877.7534635016
"9278",27788.3568500414
"9279",222776.36448144
"9280",10225.286208652
"9281",16485.5142844274
"9282",16979.3218177944
"9283",NA
"9284",8504.51027693293
"9285",18099.3013377698
"9286",38039.3721313757
"9287",19123.3419076606
"9288",63049.0150169417
"9289",62258.6109657089
"9290",38515.1514028579
"9291",80356.0110750392
"9292",17505.5099822258
"9293",21167.7228161284
"9294",22947.6133106806
"9295",41058.9369245778
"9296",NA
"9297",NA
"9298",13538.2987238124
"9299",40129.7535294208
"9300",58860.031889625
"9301",11316.5948431925
"9302",23892.1166201541
"9303",42489.4849570426
"9304",35752.0899010754
"9305",84304.4202355666
"9306",57046.3840936837
"9307",24699.1458010855
"9308",10322.7852196879
"9309",46456.2956872684
"9310",98253.8200135189
"9311",56972.3372729852
"9312",70959.0747953358
"9313",67126.5135802624
"9314",60837.6451987459
"9315",14491.1567632475
"9316",18766.7833773384
"9317",39504.8731211209
"9318",19578.6879090166
"9319",18809.4014847693
"9320",13910.3568859701
"9321",110361.729404251
"9322",43168.1519824617
"9323",12227.5171587409
"9324",10162.7173303411
"9325",39477.733490901
"9326",20680.1598315149
"9327",18550.087897234
"9328",9153.08082477199
"9329",15981.5446811334
"9330",73405.1907119383
"9331",66642.9107790236
"9332",37867.9637358595
"9333",150397.89734311
"9334",16451.3645090332
"9335",58495.2271290315
"9336",NA
"9337",29198.4231034261
"9338",18070.0432207738
"9339",59662.3523140137
"9340",74173.7069712235
"9341",12488.6632907519
"9342",15828.2121801676
"9343",18225.0391613157
"9344",35686.3034280092
"9345",38141.0187966642
"9346",65913.7431571918
"9347",16722.0198409679
"9348",24875.2451140321
"9349",37981.9092222613
"9350",32563.7613578468
"9351",25226.6023720802
"9352",45219.0337398983
"9353",61613.6393808218
"9354",9165.37518660851
"9355",31895.1530892265
"9356",16892.4177199007
"9357",12610.0587683787
"9358",19512.7046034071
"9359",NA
"9360",33979.1051114111
"9361",46726.7781525691
"9362",14232.8282142958
"9363",35878.3541400987
"9364",NA
"9365",288537.76581123
"9366",32815.637565349
"9367",32272.1351123366
"9368",30648.5954804578
"9369",10868.6625119088
"9370",25509.1453231209
"9371",98111.1232697805
"9372",29356.311938613
"9373",43633.8486031124
"9374",32933.2858603264
"9375",48466.4427506169
"9376",13419.0881463521
"9377",91301.6181234958
"9378",13165.4809552822
"9379",15351.9008859414
"9380",6849.28031640667
"9381",56593.859132882
"9382",71460.3768478463
"9383",23903.1337730927
"9384",43004.3398912637
"9385",45706.4267963504
"9386",42642.6449433929
"9387",11081.6151415462
"9388",105504.609691884
"9389",35943.8006306499
"9390",23088.1353135561
"9391",23743.2431868499
"9392",54771.2933747986
"9393",16707.2672362121
"9394",73243.5375108836
"9395",73527.7712709957
"9396",10405.3746372711
"9397",41363.7116213961
"9398",13507.9763461287
"9399",43687.8092026327
"9400",17757.6248065568
"9401",27201.0733705795
"9402",21766.5497789185
"9403",20939.6077856196
"9404",33443.399807305
"9405",39838.6299659546
"9406",NA
"9407",55529.3427354155
"9408",36188.2071289711
"9409",227629.165535312
"9410",10553.1965632409
"9411",30754.0632476121
"9412",12890.5466932235
"9413",57326.2366787891
"9414",30603.36459505
"9415",32140.0606695988
"9416",17099.3140416758
"9417",24262.7594473198
"9418",18052.6386120859
"9419",49307.3843324139
"9420",NA
"9421",32174.2802308517
"9422",25341.495869877
"9423",35935.806027345
"9424",26735.5938833579
"9425",53190.8958809153
"9426",28392.9954419679
"9427",45797.8515932678
"9428",40439.0437286126
"9429",50827.6837169881
"9430",37730.5043035355
"9431",9852.70664155103
"9432",31339.3429301891
"9433",13131.028163917
"9434",34722.2140276474
"9435",47552.5262823953
"9436",17377.2385426008
"9437",24373.5390899148
"9438",30010.9474580511
"9439",9271.97263554509
"9440",NA
"9441",94516.3562223893
"9442",25811.9226739851
"9443",37409.4444654873
"9444",21376.581824972
"9445",41424.5897733384
"9446",54451.2560156141
"9447",58031.3621052545
"9448",NA
"9449",72575.4407564647
"9450",30098.8607414593
"9451",23361.4868796489
"9452",12291.9745003293
"9453",28230.9430089529
"9454",216857.319798471
"9455",41058.7082526774
"9456",16452.0493746927
"9457",36065.2132390545
"9458",36183.7277635369
"9459",14231.437371512
"9460",25275.2895727538
"9461",25293.6237405862
"9462",15054.5742853087
"9463",62880.256498138
"9464",54039.977179917
"9465",45751.3599413432
"9466",27756.728504643
"9467",9358.28469103923
"9468",64176.1884025503
"9469",37039.226262769
"9470",16394.8677065115
"9471",38575.2750842426
"9472",NA
"9473",29690.7141462763
"9474",NA
"9475",31669.6662201546
"9476",10918.383956396
"9477",10515.7512977873
"9478",45727.0121658195
"9479",6340.17243015642
"9480",14441.039242325
"9481",10378.0824234964
"9482",53036.0726116188
"9483",22735.3034310663
"9484",35425.8028296375
"9485",21214.5736082573
"9486",21395.5243084418
"9487",26498.1060778388
"9488",7855.77278111914
"9489",13026.5006042003
"9490",NA
"9491",53857.5232764732
"9492",NA
"9493",26979.4500926046
"9494",26902.416854106
"9495",16429.7689165986
"9496",33655.265161683
"9497",19876.8177081589
"9498",69420.1195628428
"9499",12471.006448432
"9500",37636.6577163801
"9501",21165.5619986044
"9502",36038.1995018345
"9503",NA
"9504",25723.233825121
"9505",39435.2391054613
"9506",30329.6292934189
"9507",55830.5799778721
"9508",51172.2694175363
"9509",9286.95372550854
"9510",57101.4867002405
"9511",33902.9481296704
"9512",20346.3950212772
"9513",36694.3134845394
"9514",29847.3151932487
"9515",11099.1307353253
"9516",29221.8720681709
"9517",46019.4664612198
"9518",41787.0732992322
"9519",26031.6825724015
"9520",14981.2778977203
"9521",37999.8947208119
"9522",10389.1695554362
"9523",29818.6667135091
"9524",76016.4123735102
"9525",27965.683257446
"9526",49938.2040990764
"9527",79963.6133911968
"9528",43172.9489734696
"9529",19544.7519046627
"9530",23675.4487561626
"9531",35520.3369397618
"9532",39818.530177338
"9533",25436.0715031681
"9534",11039.7505343561
"9535",27178.2808034643
"9536",42676.1317444776
"9537",44666.2484998836
"9538",18482.7459660256
"9539",32041.9190984097
"9540",38770.0084453357
"9541",49438.2039879154
"9542",30029.4081607573
"9543",80462.7460812089
"9544",33144.8494930333
"9545",29842.6084230916
"9546",9153.64243103622
"9547",8864.12534480469
"9548",18818.2098223228
"9549",21705.3690893318
"9550",26033.6713990892
"9551",24994.4120408613
"9552",27569.1861169755
"9553",9783.43148999241
"9554",NA
"9555",45208.6568025775
"9556",72854.7664328541
"9557",44607.7223315487
"9558",15610.0260055448
"9559",5726.95062696258
"9560",26640.0800590318
"9561",41982.0374555036
"9562",9428.41970432963
"9563",30506.8358056921
"9564",10873.9723155423
"9565",NA
"9566",NA
"9567",NA
"9568",63261.6580822205
"9569",39945.8234155497
"9570",28006.8039067625
"9571",45422.8047188797
"9572",62102.7815045303
"9573",21669.5437572144
"9574",34960.2477867988
"9575",36784.3328185555
"9576",14536.6986345832
"9577",35239.8276315976
"9578",40916.8813602978
"9579",29944.1942149815
"9580",49322.8077605235
"9581",20268.7669970906
"9582",34372.0864619589
"9583",21458.2012007344
"9584",13003.2514042275
"9585",28933.8769177353
"9586",45971.8052053008
"9587",33596.694668602
"9588",16838.9022523341
"9589",32808.918080545
"9590",20212.8804382854
"9591",30577.6595930352
"9592",18072.4520276197
"9593",14253.6698051026
"9594",18396.1511744459
"9595",12386.9243107067
"9596",44783.1972246734
"9597",13133.9123648939
"9598",27711.4367630244
"9599",46298.1344681181
"9600",27695.8985346537
"9601",16275.5159023397
"9602",136242.917932538
"9603",25450.7935894968
"9604",19091.8080917766
"9605",63757.4266421842
"9606",32984.9821180357
"9607",41866.7299804621
"9608",12824.4052239316
"9609",30542.9536429433
"9610",19761.3203308096
"9611",19672.87784717
"9612",12363.855087145
"9613",20448.585324978
"9614",51149.3500448902
"9615",19208.6035507779
"9616",5937.92032574035
"9617",26062.05436879
"9618",103780.23858851
"9619",10886.0579749538
"9620",NA
"9621",20787.365616192
"9622",44980.919776678
"9623",9641.77696061201
"9624",25088.5079942015
"9625",24952.4879735197
"9626",34260.7273120976
"9627",11726.475200573
"9628",10349.9743741636
"9629",12267.7987692027
"9630",23763.80671853
"9631",48960.098633614
"9632",70771.9269440832
"9633",12381.3563637742
"9634",44238.7804724718
"9635",26499.6408861674
"9636",28922.0676430979
"9637",NA
"9638",11275.4209868068
"9639",34960.3496675787
"9640",9681.85349067547
"9641",26430.1071774484
"9642",32021.1680658566
"9643",26474.1977903248
"9644",33530.5329011272
"9645",81909.7673340365
"9646",142791.730519628
"9647",NA
"9648",37124.764138196
"9649",56931.7594858231
"9650",60326.3583515501
"9651",36906.568345788
"9652",43637.2906379362
"9653",12741.408611192
"9654",33089.5466640727
"9655",35920.0863701706
"9656",10404.6288558813
"9657",35908.0731842831
"9658",22052.0693649705
"9659",22769.9477311502
"9660",56511.0215586507
"9661",NA
"9662",101966.68275334
"9663",32796.72033615
"9664",8219.20719420662
"9665",75896.0322458507
"9666",12557.4391898266
"9667",75564.5798840812
"9668",33196.5377078034
"9669",27936.6926948845
"9670",26301.3143434418
"9671",28745.6515783041
"9672",129071.227251661
"9673",16784.8745903829
"9674",24716.0035767479
"9675",38711.0673899316
"9676",10013.5350988261
"9677",32016.6814747914
"9678",35638.1092087007
"9679",15829.4497666545
"9680",NA
"9681",50816.7417846065
"9682",22720.1135214094
"9683",23610.4932475867
"9684",84689.373712552
"9685",21725.3933573432
"9686",19641.8950044583
"9687",NA
"9688",12588.8506235347
"9689",NA
"9690",43929.8082680785
"9691",45338.6259801353
"9692",18860.7545375217
"9693",8828.72049045354
"9694",NA
"9695",94177.9178600525
"9696",89442.2006357204
"9697",39579.7940277335
"9698",21760.4517860062
"9699",22447.7812608194
"9700",88894.2312393342
"9701",28007.0460059535
"9702",48262.0439143366
"9703",23805.9496516409
"9704",12897.5298796723
"9705",NA
"9706",NA
"9707",74107.6247062998
"9708",NA
"9709",34612.0688182714
"9710",17044.4575994672
"9711",34277.9146213759
"9712",21878.2748470999
"9713",19803.6968305937
"9714",23609.6351507263
"9715",17028.1250552023
"9716",24762.9513593873
"9717",25288.1467859729
"9718",36502.9029826163
"9719",13045.8289492395
"9720",38789.6044012775
"9721",43079.5193117524
"9722",38470.6857735861
"9723",34352.5200934728
"9724",30881.5305066992
"9725",99207.0693836127
"9726",NA
"9727",30994.0597505081
"9728",NA
"9729",15914.0691820275
"9730",15916.2841171744
"9731",42874.1571565611
"9732",13238.0461179709
"9733",19629.5637679332
"9734",134834.124647493
"9735",64626.2591728925
"9736",33816.369395574
"9737",NA
"9738",22559.6674619309
"9739",NA
"9740",52293.157726185
"9741",29927.0418302964
"9742",53617.9161666737
"9743",42657.2056006831
"9744",69071.3545195045
"9745",NA
"9746",40216.2326474706
"9747",24579.8900646793
"9748",18346.5326646577
"9749",41735.760206382
"9750",12044.6800675262
"9751",23920.3605056776
"9752",10941.1025035068
"9753",66792.7926006176
"9754",16450.6976143818
"9755",72169.5459182448
"9756",10808.3751942166
"9757",19935.41180155
"9758",NA
"9759",8936.22132535689
"9760",46293.8642182202
"9761",15083.0731849965
"9762",15903.0059311511
"9763",34981.2018096369
"9764",NA
"9765",25637.8401549767
"9766",30791.6867728859
"9767",139486.531429985
"9768",75482.6650102583
"9769",20697.3691234054
"9770",57638.1108152825
"9771",32841.3876200058
"9772",23026.9874800203
"9773",NA
"9774",11491.8121080253
"9775",10328.9498474334
"9776",10661.0445898448
"9777",27741.9019314756
"9778",27958.9025145061
"9779",9986.85765651054
"9780",23281.304996563
"9781",10407.2805520161
"9782",40547.076147377
"9783",28831.5170929364
"9784",18670.7536018106
"9785",56301.9722220335
"9786",69383.6078641722
"9787",68205.9625794806
"9788",67759.8897181476
"9789",42006.4400862776
"9790",52204.0309417681
"9791",35944.9768650415
"9792",85685.5215280829
"9793",31367.3735327485
"9794",41553.1386189949
"9795",24649.9333145359
"9796",99640.5513688134
"9797",38661.9428103943
"9798",80121.370164338
"9799",40167.2611511289
"9800",39963.7356973118
"9801",45586.390580502
"9802",15839.376537027
"9803",33097.0339429895
"9804",46240.7294366972
"9805",21918.5496812917
"9806",NA
"9807",23229.0077328502
"9808",42421.1692975511
"9809",28148.5469074122
"9810",NA
"9811",36637.5107067545
"9812",65068.4224050804
"9813",NA
"9814",16635.7232202598
"9815",21587.7513914507
"9816",37411.6938992575
"9817",41842.2563533396
"9818",NA
"9819",26966.002734421
"9820",27094.9381274599
"9821",23534.9290958347
"9822",41342.0238923844
"9823",NA
"9824",77486.547437258
"9825",17969.3585326351
"9826",45440.7325744067
"9827",29019.8869374969
"9828",20237.941756561
"9829",37086.1309918422
"9830",55125.7290062086
"9831",31648.3269853408
"9832",13464.8883329642
"9833",28452.9022059195
"9834",30640.6064751248
"9835",22428.2095483702
"9836",64069.8782538202
"9837",59642.0936603253
"9838",24461.7298012633
"9839",NA
"9840",23872.4027474002
"9841",10232.6180536942
"9842",34971.5357288954
"9843",21916.3267576412
"9844",18360.683907482
"9845",45588.2522087946
"9846",38618.2785804796
"9847",23214.1430616798
"9848",NA
"9849",20232.9264907902
"9850",18875.6248614594
"9851",NA
"9852",NA
"9853",33257.8175917317
"9854",21546.9377517027
"9855",NA
"9856",34202.4662347212
"9857",42192.9527440863
"9858",41435.2031688734
"9859",NA
"9860",41327.122115708
"9861",NA
