"","X","sale_price","size","Address","Cities","Postal.Code","State","lon","lat","Full.Address","sqft","bath","bed","psf","Predicted.Occupancy.per.yr","ROI"
"6377",6377,715500,"5bd4ba1,968 sqft","7940 Vineland Ave","Sun valley",91352,"CA",-118.3700815,34.2151343,"7940 vineland ave, sun valley, ca 91352, usa",1968,4,5,363.57,231.95413,NA
"6378",6378,2699000,"11bd9ba4,666 sqft","10824 Morrison St","North hollywood",91601,"CA",-118.3668253,34.160575,"10824 morrison st, north hollywood, ca 91601, usa",4666,9,11,578.44,213.8006986,0.0389228709179159
"6379",6379,751000,"3bd2ba1,219 sqft","14301 Pierce St","Pacoima",91331,"CA",-118.4447203,34.2446653,"14301 pierce st, arleta, ca 91331, usa",1219,2,3,616.08,236.4201382,NA
"6380",6380,998000,"3bd2ba1,613 sqft","9960 Jovita Ave","Chatsworth",91311,"CA",-118.5767408,34.2517986,"9960 jovita ave, chatsworth, ca 91311, usa",1613,2,3,618.72,236.8496189,0.0318410058765669
"6381",6381,1950000,"4bd3ba1,838 sqft","10812 Lindblade St","Culver city",90230,"CA",-118.4028235,34.0104173,"10812 lindblade st, culver city, ca 90230, usa",1838,3,4,1060.94,245.7571489,0.0404974173626224
"6382",6382,1750000,"3bd2ba1,729 sqft","3562 Inglewood Blvd","Los angeles",90066,"CA",-118.4326001,34.0112044,"3562 inglewood blvd, los angeles, ca 90066, usa",1729,2,3,1012.15,226.6720663,0.0396822315622917
"6383",6383,850000,"6bd1ba2,312 sqft","1121 W 48th St","Los angeles",90037,"CA",-118.2945934,33.9998853,"1121 w 48th st, los angeles, ca 90037, usa",2312,1,6,367.65,232.4381909,0.0399490932640993
"6384",6384,695000,"6bd4ba2,280 sqft","301 E 53rd St","Los angeles",90011,"CA",-118.2699547,33.9944665,"301 e 53rd st, los angeles, ca 90011, usa",2280,4,6,304.82,236.1390089,NA
"6385",6385,999900,"3bd3ba1,100 sqft","2346 Harwood St","Los angeles",90031,"CA",-118.2320271,34.0895305,"2346 harwood st, los angeles, ca 90031, usa",1100,3,3,909,222.4724075,0.0219441241507516
"6386",6386,1395000,"3bd2ba1,818 sqft","1310 Eagle Vista Dr","Los angeles",90041,"CA",-118.1925105,34.1419331,"1310 eagle vista dr, los angeles, ca 90041, usa",1818,2,3,767.33,233.5944523,0.0291993065317999
"6387",6387,549000,"4bd2ba1,504 sqft","837 W Gage Ave","Los angeles",90044,"CA",-118.2883596,33.9820868,"837 w gage ave, los angeles, ca 90044, usa",1504,2,4,365.03,244.5016028,0.0404682069923383
"6388",6388,639000,"7bd4ba2,263 sqft","212 W 74th St","Los angeles",90003,"CA",-118.276522,33.9726092,"212 w 74th st, los angeles, ca 90003, usa",2263,4,7,282.37,216.6816798,0.0370885113109626
"6389",6389,9950000,"62bd42ba30,018 sqft (on 1.15 acres)","9075 Cedros Ave","Panorama city",91402,"CA",-118.4542385,34.2351049,"9075 cedros ave, panorama city, ca 91402, usa",30018,42,62,331.47,230.5677043,0.0538763731150676
"6390",6390,145000,"3bd2ba","12401 Filmore St","Sylmar",91342,"CA",-118.4048774,34.2871317,"12401 filmore st, sylmar, ca 91342, usa",NA,2,3,NA,230.1471294,NA
"6391",6391,750000,"2bd1ba947 sqft","1745 S Crescent Ave","San pedro",90731,"CA",-118.2825128,33.7283159,"1745 s crescent ave, san pedro, ca 90731, usa",947,1,2,791.97,224.8804829,0.0241585890221565
"6392",6392,779000,"3bd3ba1,559 sqft","7604 Lilly Way","North hollywood",91605,"CA",-118.3981224,34.2091003,"lily wy, los angeles, ca 91605, usa",1559,3,3,499.68,226.8777705,0.0395270441714187
"6393",6393,480000,"3bd1ba1,160 sqft","1626 E 88th St","Los angeles",90002,"CA",-118.2449189,33.9571009,"1626 e 88th st, los angeles, ca 90002, usa",1160,1,3,413.79,221.3215721,NA
"6394",6394,1995000,"2bd2ba1,888 sqft","19 25th Ave","Venice",90291,"CA",-118.4691769,33.9826814,"19 25th ave, venice, ca 90291, usa",1888,2,2,1056.67,228.4289511,0.0182360018247972
"6395",6395,2690000,"3bd2ba1,642 sqft","1485 Edris Dr","Los angeles",90035,"CA",-118.3978124,34.052719,"1485 edris dr, los angeles, ca 90035, usa",1642,2,3,1638.25,233.8371908,0.0138419281384971
"6396",6396,5480000,"3bd3ba2,648 sqft","101 Ocean Front Walk","Venice",90291,"CA",-118.4817523,33.9963935,"101 ocean front walk, venice, ca 90291, usa",2648,3,3,2069.49,234.2707897,0.00975774779493095
"6397",6397,8350000,"7bd11ba9,350 sqft (on 0.52 acres)","1189 Cumbre Alta Ct","Pacific palisades",90272,"CA",-118.5544918,34.0701295,"1189 cumbre alta ct, pacific palisades, ca 90272, usa",9350,11,7,893.05,220.3206184,0.0258579887485232
"6398",6398,843000,"4bd4ba1,840 sqft","2700 E Chaucer St","Los angeles",90065,"CA",-118.2348684,34.0957345,"2700 e chaucer st, los angeles, ca 90065, usa",1840,4,4,458.15,240.6802614,0.018652958177388
"6399",6399,3398000,"5bd6ba4,709 sqft","3275 N Knoll Dr","Los angeles",90068,"CA",-118.3434097,34.1278568,"3275 n knoll dr, los angeles, ca 90068, usa",4709,6,5,721.6,224.5223536,0.0239650479863623
"6400",6400,2999999,"4bd3ba2,530 sqft","612 N McCadden Pl","Los angeles",90004,"CA",-118.337053,34.082323,"612 n mccadden pl, los angeles, ca 90004, usa",2530,3,4,1185.77,215.4236786,0.0287438365552756
"6401",6401,585000,"4bd2ba1,562 sqft","340 W 119th St","Los angeles",90061,"CA",-118.2797292,33.9244717,"340 w 119th st, los angeles, ca 90061, usa",1562,2,4,374.52,240.1103708,0.0568010383301841
"6402",6402,1785000,"11bd7ba3,124 sqft","143 N Hobart Blvd","Los angeles",90004,"CA",-118.305861,34.0749773,"143 n hobart blvd, los angeles, ca 90004, usa",3124,7,11,571.38,224.332348,0.066502332622642
"6403",6403,2495000,"6bd4ba3,963 sqft","900 S Wooster St","Los angeles",90035,"CA",-118.3821117,34.060786,"900 s wooster st, los angeles, ca 90035, usa",3963,4,6,629.57,214.1686849,0.0353972814844744
"6404",6404,1995000,"3bd2ba1,856 sqft","629 Seward St","Los angeles",90004,"CA",-118.3334859,34.082826,"629 seward st, los angeles, ca 90004, usa",1856,2,3,1074.89,211.5721448,0.0366467952629813
"6405",6405,925000,"3bd3ba1,665 sqft","7448 Jordan Ave","Canoga park",91303,"CA",-118.6025652,34.2060788,"7448 jordan ave, canoga park, ca 91303, usa",1665,3,3,555.56,227.4457082,0.0213204738152957
"6406",6406,465000,"2bd2ba940 sqft","5325 Newcastle Ave","Encino",91316,"CA",-118.5252194,34.1673581,"5325 newcastle ave, encino, ca 91316, usa",940,2,2,494.68,231.3932511,0.0915766965322136
"6407",6407,549000,"1bd1ba957 sqft","4915 Tyrone Ave","Sherman oaks",91423,"CA",-118.4447279,34.1601093,"4915 tyrone ave, sherman oaks, ca 91423, usa",957,1,1,573.67,236.1524598,0.0301959388525716
"6408",6408,1095000,"4bd4ba2,339 sqft","6732 Farmdale Ave","North hollywood",91606,"CA",-118.3809595,34.1931687,"6732 farmdale ave, north hollywood, ca 91606, usa",2339,4,4,468.15,224.8581063,0.0278102393743445
"6409",6409,899000,"3bd2ba1,325 sqft","7040 Goodland Ave","North hollywood",91605,"CA",-118.4113607,34.1986705,"7040 goodland ave, north hollywood, ca 91605, usa",1325,2,3,678.49,228.9176487,0.0439459075244018
"6410",6410,5e+05,"3bd2ba1,196 sqft","6227 Morse Ave","North hollywood",91606,"CA",-118.4154131,34.1846437,"6227 morse ave, north hollywood, ca 91606, usa",1196,2,3,418.06,215.8898616,0.057319957647197
"6411",6411,599000,"2bd2ba1,129 sqft","10240 Camarillo St","North hollywood",91602,"CA",-118.3542749,34.1572821,"10240 camarillo st, toluca lake, ca 91602, usa",1129,2,2,530.56,240.2075668,0.0511775937319436
"6412",6412,620000,"3bd2ba988 sqft","12852 Paxton St","Pacoima",91331,"CA",-118.4126853,34.2832159,"12852 paxton st, pacoima, ca 91331, usa",988,2,3,627.53,222.8502272,NA
"6413",6413,799999,"4bd3ba1,553 sqft","8611 Telfair Ave","Sun valley",91352,"CA",-118.3858894,34.2257876,"8611 telfair ave, sun valley, ca 91352, usa",1553,3,4,515.13,221.5784075,0.0236119785604761
"6414",6414,447999,"2bd3ba1,231 sqft (on 0.59 acres)","9034 Willis Ave","Panorama city",91402,"CA",-118.4548628,34.2339363,"9034 willis ave, panorama city, ca 91402, usa",1231,3,2,363.93,218.8443951,0.0337874355260458
"6415",6415,1095000,"4bd3ba2,748 sqft (on 0.25 acres)","20956 Germain St","Chatsworth",91311,"CA",-118.5905122,34.2628972,"20956 germain st, chatsworth, ca 91311, usa",2748,3,4,398.47,238.2537075,NA
"6416",6416,1390000,"5bd3ba2,187 sqft (on 0.35 acres)","9139 White Oak Ave","Northridge",91325,"CA",-118.5204018,34.2371687,"9139 white oak ave, northridge, ca 91325, usa",2187,3,5,635.57,236.1814388,0.0488504774404763
"6417",6417,970000,"4bd2ba1,540 sqft","20811 Rodax St","Winnetka",91306,"CA",-118.5868637,34.223966,"20811 rodax st, winnetka, ca 91306, usa",1540,2,4,629.87,238.5545997,0.0209042690477868
"6418",6418,1200000,"3bd1ba981 sqft","8100 Winsford Ave","Los angeles",90045,"CA",-118.3809273,33.9650499,"8100 winsford ave, los angeles, ca 90045, usa",981,1,3,1223.24,233.5748401,0.0336185565010303
"6419",6419,699000,"2bd2ba879 sqft","11652 Chenault St","Los angeles",90049,"CA",-118.4662542,34.0570277,"11652 chenault st, los angeles, ca 90049, usa",879,2,2,795.22,217.4903061,0.036282359937628
"6420",6420,549900,"3bd1ba1,095 sqft","1321 W 51st Pl","Los angeles",90037,"CA",-118.2988184,33.9961742,"1321 w 51st pl, los angeles, ca 90037, usa",1095,1,3,502.19,222.2734994,0.0539905234596483
"6421",6421,1595000,"3bd2ba1,562 sqft","1236 S Curson Ave","Los angeles",90019,"CA",-118.358773,34.0525766,"1236 s curson ave, los angeles, ca 90019, usa",1562,2,3,1021.13,238.5083487,0.0263452732533572
"6422",6422,207000,"2bd2ba1,344 sqft","15419 Ludlow St","Mission hills",91345,"CA",-118.4697216,34.2716664,"15419 ludlow st, mission hills, ca 91345, usa",1344,2,2,154.02,235.8801162,0.189919578226466
"6423",6423,699999,"3bd2ba1,264 sqft","1900 Jones Ave","Los angeles",90032,"CA",-118.1868516,34.064314,"1900 jones ave, los angeles, ca 90032, usa",1264,2,3,553.8,206.7798142,0.0531966448613715
"6424",6424,1895000,"3bd2ba101 sqft","9135 W 3rd St","Beverly hills",90210,"CA",-118.3904375,34.0737199,"9135 w 3rd st, beverly hills, ca 90210, usa",101,2,3,18762.38,221.3135703,0.0261159076830813
"6425",6425,1150000,"2bd1ba1,222 sqft","2664 Locksley Pl","Los angeles",90039,"CA",-118.260406,34.1065693,"2664 locksley pl, los angeles, ca 90039, usa",1222,1,2,941.08,233.3918223,0.026329234515521
"6426",6426,728000,"3bd2ba1,634 sqft","1550 W 71st St","Los angeles",90047,"CA",-118.3042075,33.9751293,"1550 w 71st st, los angeles, ca 90047, usa",1634,2,3,445.53,220.5710566,0.0322056328560242
"6427",6427,849990,"7bd4ba2,925 sqft","8400 Grape St","Los angeles",90001,"CA",-118.2359645,33.9620538,"8400 grape st, los angeles, ca 90001, usa",2925,4,7,290.59,213.2517927,NA
"6428",6428,699500,"2bd1ba1,232 sqft","1117 W 81st St","Los angeles",90044,"CA",-118.2948012,33.9659863,"1117 w 81st st, los angeles, ca 90044, usa",1232,1,2,567.78,228.448654,0.0394941914810805
"6429",6429,1649000,"4bd4ba3,316 sqft (on 0.30 acres)","22630 Cass Ave","Woodland hills",91364,"CA",-118.6183769,34.1616076,"22630 cass ave, woodland hills, ca 91364, usa",3316,4,4,497.29,204.4519494,0.0275301864984068
"6430",6430,1239000,"7bd4ba3,786 sqft (on 0.75 acres)","1941 Cyril Ave","Los angeles",90032,"CA",-118.1818613,34.065747,"1941 cyril ave, los angeles, ca 90032, usa",3786,4,7,327.26,234.4969646,0.0530672666262132
"6431",6431,652000,"2bd3ba1,290 sqft (on 8.97 acres)","15645 Odyssey Dr","Granada hills",91344,"CA",-118.471513,34.2838619,"15645 odyssey dr, granada hills, ca 91344, usa",1290,3,2,505.43,237.6779087,NA
"6432",6432,6495000,"5bd6ba4,668 sqft (on 0.25 acres)","825 N Norman Pl","Los angeles",90049,"CA",-118.4795116,34.0748944,"825 n norman pl, los angeles, ca 90049, usa",4668,6,5,1391.39,222.6513556,0.0240391475191811
"6433",6433,3900000,"5bd6ba4,834 sqft","17326 Tramonto Dr","Pacific palisades",90272,"CA",-118.5561334,34.0398332,"17326 tramonto dr, pacific palisades, ca 90272, usa",4834,6,5,806.79,229.0198122,0.0311684338456126
"6434",6434,765000,"1bd2ba920 sqft","1000 S Westgate Ave","Los angeles",90049,"CA",-118.4660251,34.0492051,"1000 s westgate ave, los angeles, ca 90049, usa",920,2,1,831.52,238.2097251,0.0163071076814742
"6435",6435,5495000,"4bd5ba3,851 sqft","404 Sherman Canal","Venice",90291,"CA",-118.4651926,33.9832795,"404 sherman canal, venice, ca 90291, usa",3851,5,4,1426.9,236.3492131,0.0133256836828186
"6436",6436,369000,"2bd2ba883 sqft","8601 International Ave","Los angeles",91304,"CA",-118.5999947,34.2263732,"8601 international ave, canoga park, ca 91304, usa",883,2,2,417.89,238.4239892,0.048985145487674
"6437",6437,989000,"2bd4ba1,461 sqft (on 0.60 acres)","2111 N Cahuenga Blvd","Los angeles",90068,"CA",-118.3314136,34.1091252,"2111 n cahuenga blvd, los angeles, ca 90068, usa",1461,4,2,676.93,229.8341733,0.0352346626837218
"6438",6438,1679000,"4bd3ba2,026 sqft","6641 W 83rd St","Los angeles",90045,"CA",-118.4058359,33.9637255,"6641 w 83rd st, los angeles, ca 90045, usa",2026,3,4,828.73,229.1052036,0.0222919317602738
"6439",6439,1649500,"4bd4ba2,530 sqft","3323 N Knoll Dr","Los angeles",90068,"CA",-118.344169,34.1286724,"3323 n knoll dr, los angeles, ca 90068, usa",2530,4,4,651.98,232.1607105,0.0405569302629559
"6440",6440,1499995,"3bd2ba1,318 sqft","13434 Chandler Blvd","Van nuys",91401,"CA",-118.4259103,34.1681722,"13434 chandler blvd, sherman oaks, ca 91401, usa",1318,2,3,1138.08,220.3325409,0.0353253945179981
"6441",6441,3850000,"4bd4ba3,200 sqft","3670 Stewart Ave","Los angeles",90066,"CA",-118.4392877,34.0050682,"3670 stewart ave, los angeles, ca 90066, usa",3200,4,4,1203.12,230.568118,0.0209563804513754
"6442",6442,2e+06,"22bd12ba7,812 sqft (on 0.32 acres)","1279 West St","Los angeles",90037,"CA",-118.2779583,33.7822677,"1279 w opp st, wilmington, ca 90744, usa",7812,12,22,256.02,235.0162829,0.054547279255174
"6443",6443,859000,"3bd3ba1,430 sqft","22206 Cantara St","Canoga park",91304,"CA",-118.6110088,34.2177007,"22206 cantara st, canoga park, ca 91304, usa",1430,3,3,600.7,241.291411,0.4595959995091
"6444",6444,680000,"2bd2ba1,071 sqft","10535 Wilshire Blvd","Los angeles",90024,"CA",-118.4330788,34.0633993,"10535 wilshire blvd, los angeles, ca 90024, usa",1071,2,2,634.92,226.4798424,0.0418604186393
"6445",6445,949000,"4bd2ba1,727 sqft","18718 Collins St","Tarzana",91356,"CA",-118.541523,34.1743018,"18718 collins st, tarzana, ca 91356, usa",1727,2,4,549.51,221.4120508,0.0546362297532607
"6446",6446,679000,"1bd1ba670 sqft","141 S Clark Dr","Los angeles",90048,"CA",-118.385141,34.0740621,"141 s clark dr, los angeles, ca 90048, usa",670,1,1,1013.43,237.7986289,0.0261361591162049
"6447",6447,599000,"7bd5ba3,937 sqft","3000 Baldwin St","Los angeles",90031,"CA",-118.2101089,34.0699674,"3000 baldwin st, los angeles, ca 90031, usa",3937,5,7,152.15,233.4464996,0.135040420910088
"6448",6448,975000,"2bd2ba1,474 sqft","6210 Buckler Ave","Los angeles",90043,"CA",-118.3508329,33.9831001,"6210 buckler ave, los angeles, ca 90043, usa",1474,2,2,661.47,217.8845709,0.0297299987358457
"6449",6449,1480000,"2bd2ba1,787 sqft","3758 Lorado Way","Los angeles",90043,"CA",-118.3406017,33.9960245,"3758 lorado way, view park, ca 90043, usa",1787,2,2,828.2,245.3749266,0.0151794156074411
"6450",6450,1199000,"4bd4ba4,352 sqft","1307 W Martin Luther King Jr Blvd","Los angeles",90037,"CA",-118.2983655,34.0112484,"1307 w martin luther king jr blvd, los angeles, ca 90037, usa",4352,4,4,275.51,245.3814342,0.0286077474711067
"6451",6451,1299000,"2bd3ba1,547 sqft (on 12.67 acres)","4310 Glencoe Ave","Marina del rey",90292,"CA",-118.4396187,33.9869484,"4310 glencoe ave, marina del rey, ca 90292, usa",1547,3,2,839.69,230.1314688,0.0385997219354523
"6452",6452,1200000,"2bd2ba1,442 sqft","1167 Roxbury Dr","Los angeles",90035,"CA",-118.4050557,34.0560339,"1167 s roxbury dr, los angeles, ca 90035, usa",1442,2,2,832.18,233.7525158,0.0347880017261563
"6453",6453,650000,"1bd2ba1,268 sqft","5950 Buckingham Pkwy","Culver city",90230,"CA",-118.3822086,33.986319,"5950 buckingham pkwy, culver city, ca 90230, usa",1268,2,1,512.62,213.2225334,0.0197224334774932
"6454",6454,999000,"3bd2ba1,130 sqft","210 N Avenue 65","Los angeles",90042,"CA",-118.1791718,34.1152484,"210 n ave 65, los angeles, ca 90042, usa",1130,2,3,884.07,229.7770241,0.0405099883624029
"6455",6455,5995000,"4bd5ba4,483 sqft (on 0.25 acres)","200 Lorraine Blvd","Los angeles",90004,"CA",-118.3190808,34.0710666,"200 lorraine blvd, los angeles, ca 90004, usa",4483,5,4,1337.27,235.9396504,0.0110104076957034
"6456",6456,1200000,"4bd3ba1,938 sqft","3153 W 79th St","Los angeles",90043,"CA",-118.3283434,33.967521,"3153 w 79th st, los angeles, ca 90043, usa",1938,3,4,619.2,225.0596628,0.0467566659221244
"6457",6457,1999999,"2bd2ba","8970 Cynthia St","West hollywood",90069,"CA",-118.3873567,34.0871621,"8970 cynthia st, west hollywood, ca 90069, usa",NA,2,2,NA,235.7409237,0.0342561126449086
"6458",6458,4395000,"5bd6ba4,978 sqft","716 N Martel Ave","Los angeles",90046,"CA",-118.3508509,34.0842484,"716 n martel ave, west hollywood, ca 90046, usa",4978,6,5,882.88,235.2636317,0.0257580618140628
"6459",6459,1325000,"3bd3ba2,190 sqft","5724 Greenbush Ave","Van nuys",91401,"CA",-118.4257803,34.174761,"5724 greenbush ave, van nuys, ca 91401, usa",2190,3,3,605.02,221.3094266,0.0439452318887303
"6460",6460,969000,"3bd3ba1,394 sqft","5630 Observation Ln","Los angeles",90028,"CA",-118.3126903,34.1023133,"5630 w observation ln, los angeles, ca 90028, usa",1394,3,3,695.12,227.4123024,0.0383394331953741
"6461",6461,325000,"3bd2ba1,830 sqft","8901 Eton Ave","Canoga park",91304,"CA",-118.5945167,34.2328459,"8901 eton ave, canoga park, ca 91304, usa",1830,2,3,177.6,232.0161426,NA
"6462",6462,1499000,"5bd3ba3,007 sqft","23624 Strathern St","Canoga park",91304,"CA",-118.6416565,34.2147646,"23624 strathern st, west hills, ca 91304, usa",3007,3,5,498.5,227.0100086,NA
"6463",6463,950000,"4bd2ba1,570 sqft","23819 Welby Way","West hills",91307,"CA",-118.6453295,34.1927737,"23819 welby way, west hills, ca 91307, usa",1570,2,4,605.1,221.7650501,0.0452478514449011
"6464",6464,1550000,"4bd2ba2,236 sqft (on 0.25 acres)","6030 Manton Ave","Woodland hills",91367,"CA",-118.6406215,34.1801207,"6030 manton ave, woodland hills, ca 91367, usa",2236,2,4,693.2,228.7246775,0.0618774034692369
"6465",6465,397000,"2bd2ba1,181 sqft","307 Seven Springs Way","Brentwood",37027,"TN",-86.7669523,36.0409636,"307 seven springs way, brentwood, tn 37027, usa",1181,2,2,336.16,184.3087191,0.030950246694606
"6466",6466,580000,"4bd4ba2,267 sqft","613 Wolfeboro Ln","Nashville",37221,"TN",-86.9939177,36.0740859,"613 wolfeboro ln, nashville, tn 37221, usa",2267,4,4,255.84,139.3511015,NA
"6467",6467,925000,"4bd4ba2,500 sqft","1815 14th Ave N","Nashville",37208,"TN",-86.8083165,36.1810801,"1815 14th ave n, nashville, tn 37208, usa",2500,4,4,370,221.5090658,0.0411283967971861
"6468",6468,4e+05,"3bd3ba1,440 sqft","1856 Belle Arbor Dr","Nashville",37207,"TN",-86.7733133,36.2570621,"1856 belle arbor dr, nashville, tn 37207, usa",1440,3,3,277.78,177.8050049,0.043895610594118
"6469",6469,1875000,"5bd4ba4,394 sqft (on 1.17 acres)","8859 McCrory Ln","Nashville",37221,"TN",-86.975771,36.040706,"8859 mccrory ln, nashville, tn 37221, usa",4394,4,5,426.72,172.5293258,NA
"6470",6470,399900,"3bd2ba1,499 sqft (on 0.31 acres)","2961 Steamboat Dr","Nashville",37214,"TN",-86.6983812,36.2389799,"2961 steamboat dr, nashville, tn 37214, usa",1499,2,3,266.78,204.4601733,0.0411578993434304
"6471",6471,289999,"3bd2ba1,000 sqft (on 0.25 acres)","7022 Bonnafair Dr","Hermitage",37076,"TN",-86.6329825,36.2058702,"7022 bonnafair dr, hermitage, tn 37076, usa",1000,2,3,290,178.8861985,0.0314594054512707
"6472",6472,390000,"3bd2ba1,296 sqft (on 0.25 acres)","2934 Ironwood Dr","Nashville",37214,"TN",-86.6540439,36.1601946,"2934 ironwood dr, nashville, tn 37214, usa",1296,2,3,300.93,201.8328524,0.0344797789539123
"6473",6473,3750000,"5bd6ba5,900 sqft (on 1.06 acres)","710 W Meade Dr","Nashville",37205,"TN",-86.8850454,36.1146824,"710 w meade dr, nashville, tn 37205, usa",5900,6,5,635.59,144.0724849,NA
"6474",6474,474999,"2bd2ba1,340 sqft","516 Loyola Dr","Nashville",37205,"TN",-86.8875752,36.0870037,"516 loyola dr, nashville, tn 37205, usa",1340,2,2,354.48,171.3225394,0.0146977014295753
"6475",6475,450000,"3bd2ba1,318 sqft (on 0.35 acres)","3391 Mimosa Dr","Nashville",37211,"TN",-86.7191395,36.0974181,"3391 mimosa dr, nashville, tn 37211, usa",1318,2,3,341.43,187.7540089,0.0344141177359013
"6476",6476,580000,"3bd3ba1,700 sqft (on 1.03 acres)","5039 Cherrywood Dr","Nashville",37211,"TN",-86.7275504,36.0604824,"5039 cherrywood dr, nashville, tn 37211, usa",1700,3,3,341.18,219.3959514,0.0307028242286497
"6477",6477,370000,"3bd2ba1,287 sqft (on 0.27 acres)","5022 Packard Dr","Nashville",37211,"TN",-86.7067171,36.0607624,"5022 packard dr, nashville, tn 37211, usa",1287,2,3,287.49,186.6875455,0.0187129036337554
"6478",6478,675000,"4bd3ba3,116 sqft (on 0.26 acres)","1012 Wyntergrace Farm Rd","Old hickory",37138,"TN",-86.5963497,36.2266462,"1012 wyntergrace farm rd, old hickory, tn 37138, usa",3116,3,4,216.62,168.8648023,NA
"6479",6479,489900,"2bd2ba1,039 sqft","6007 New York Ave","Nashville",37209,"TN",-86.8589101,36.1658951,"6007 new york ave, nashville, tn 37209, usa",1039,2,2,471.51,201.7663885,0.0291779545052745
"6480",6480,1550000,"4bd5ba5,424 sqft (on 0.35 acres)","1432 Shannon Pl","Old hickory",37138,"TN",-86.6021024,36.2355733,"1432 shannon pl, old hickory, tn 37138, usa",5424,5,4,285.77,187.3573596,NA
"6481",6481,419900,"3bd3ba2,270 sqft","740 Maylene Dr","Madison",37115,"TN",-86.6974965,36.2808793,"740 maylene dr, madison, tn 37115, usa",2270,3,3,184.98,205.851422,NA
"6482",6482,714900,"3bd3ba2,165 sqft","1011 Delmas Ave","Nashville",37216,"TN",-86.7427584,36.1999895,"1011 delmas ave, nashville, tn 37216, usa",2165,3,3,330.21,180.1872936,0.0255576511789468
"6483",6483,574900,"3bd2ba1,709 sqft","1313 Litton Ave","Nashville",37216,"TN",-86.7337201,36.2020027,"1313 litton ave, nashville, tn 37216, usa",1709,2,3,336.4,158.2555426,0.0301976570326074
"6484",6484,239900,"2bd1ba1,084 sqft (on 0.56 acres)","208 Capitol View Dr","Nashville",37207,"TN",-86.7588035,36.2192218,"208 capitol view ave, nashville, tn 37207, usa",1084,1,2,221.31,180.4915559,0.0490759223914639
"6485",6485,359900,"3bd1ba945 sqft","1635 Chase St","Nashville",37216,"TN",-86.7337987,36.1984043,"1635 chase st, nashville, tn 37216, usa",945,1,3,380.85,217.3187682,0.0682849806770631
"6486",6486,749900,"4bd3ba2,396 sqft","1011B Delmas Ave","Nashville",37216,"TN",-86.7427584,36.1999895,"1011 delmas ave, nashville, tn 37216, usa",2396,3,4,312.98,167.0875614,0.0301246199618453
"6487",6487,479900,"3bd2ba1,803 sqft (on 0.71 acres)","1229 Berwick Trl","Madison",37115,"TN",-86.6774568,36.2381909,"1229 berwick trail, madison, tn 37115, usa",1803,2,3,266.17,128.3525731,0.024071122268144
"6488",6488,445555,"3bd1ba1,014 sqft (on 0.34 acres)","2703 Barclay Dr","Nashville",37206,"TN",-86.7211441,36.171961,"2703 barclay dr, nashville, tn 37206, usa",1014,1,3,439.4,195.1922896,0.0573165106112089
"6489",6489,275000,"3bd1ba1,200 sqft","67 Donelson St","Nashville",37210,"TN",-86.7550133,36.1497404,"67 donelson st, nashville, tn 37210, usa",1200,1,3,229.17,189.4976126,0.0826266102990222
"6490",6490,1979000,"4bd3ba4,442 sqft (on 1.23 acres)","100 W Hillwood Dr","Nashville",37205,"TN",-86.8615948,36.1288086,"100 w hillwood dr, nashville, tn 37205, usa",4442,3,4,445.52,191.420521,0.0265673756621317
"6491",6491,399000,"3bd2ba2,851 sqft (on 0.29 acres)","935 Giant Oak Dr","Nashville",37217,"TN",-86.7241509,36.1266675,"935 giant oak dr, nashville, tn 37217, usa",2851,2,3,139.95,174.2703249,0.0337130092753173
"6492",6492,339000,"3bd2ba1,250 sqft (on 0.52 acres)","705 Drummond Dr","Nashville",37211,"TN",-86.7182765,36.1144391,"705 drummond dr, nashville, tn 37211, usa",1250,2,3,271.2,114.5070881,0.0220907479670802
"6493",6493,695000,"4bd4ba2,158 sqft (on 0.64 acres)","5337 Anchorage Dr","Nashville",37220,"TN",-86.767345,36.0576543,"5337 anchorage dr, nashville, tn 37220, usa",2158,4,4,322.06,167.5890956,NA
"6494",6494,1050000,"5bd4ba3,668 sqft (on 0.92 acres)","115 Iris Ave","Old hickory",37138,"TN",-86.631343,36.24229,"115 iris ave, lakewood, tn 37138, usa",3668,4,5,286.26,161.6210956,0.0287568535796684
"6495",6495,325000,"3bd2ba1,092 sqft","725 McPherson Dr","Nashville",37221,"TN",-86.9352,36.061863,"725 mcpherson dr, nashville, tn 37221, usa",1092,2,3,297.62,182.4027811,NA
"6496",6496,349900,"3bd2ba1,303 sqft","1357 Timber Valley Dr","Nashville",37214,"TN",-86.6373379,36.1305619,"1357 timber valley dr, nashville, tn 37214, usa",1303,2,3,268.53,197.4066576,0.0484989295200109
"6497",6497,240000,"2bd2ba1,280 sqft","3401 Anderson Rd","Antioch",37013,"TN",-86.6027773,36.0839185,"3401 anderson rd, antioch, tn 37013, usa",1280,2,2,187.5,198.3037406,NA
"6498",6498,585000,"1bd1ba722 sqft","301 Demonbreun St","Nashville",37201,"TN",-86.7747072,36.1590233,"301 demonbreun st, nashville, tn 37201, usa",722,1,1,810.25,162.7100377,0.0171545162254865
"6499",6499,1050000,"3bd4ba2,732 sqft","2208 Honeywine St","Nashville",37206,"TN",-86.7265483,36.1805194,"nashville, tn 37206, usa",2732,4,3,384.33,206.0909765,0.0176328004683723
