"","X","sale_price","size","Address","Cities","Postal.Code","State","lon","lat","Full.Address","sqft","bath","bed","psf","Predicted.Occupancy.per.yr","ROI"
"48",48,795000,"3bd4ba2,883 sqft (on 0.69 acres)","10 Shackleford Dr","Asheville",28806,"NC",-82.6056036,35.5052697,"10 shackleford dr, asheville, nc 28806, usa",2883,4,3,275.75,185.1197165,0.0264633724770118
"49",49,699000,"3bd1ba1,260 sqft (on 1.16 acres)","71 Lanvale Ave","Asheville city",28806,"NC",-82.5984482,35.5781844,"71 lanvale ave, asheville, nc 28806, usa",1260,1,3,554.76,210.9336394,0.0382524828485581
"50",50,699000,"4bd3ba2,958 sqft (on 0.60 acres)","124 Overlook Rd","Asheville",28803,"NC",-82.5315835,35.4957701,"124 overlook rd, asheville, nc 28803, usa",2958,3,4,236.31,185.673533,0.0252346003384313
"51",51,1200000,"4bd2ba2,264 sqft (on 9.32 acres)","320 Upper Grassy Branch Rd","Asheville",28805,"NC",-82.4860841,35.6057306,"320 upper grassy branch rd, asheville, nc 28805, usa",2264,2,4,530.04,235.6701624,0.033556064409018
"52",52,649900,"4bd2ba2,191 sqft (on 1.49 acres)","320 Hi Alta Ave","Asheville",28806,"NC",-82.6280642,35.5809381,"320 hi alta ave, asheville, nc 28806, usa",2191,2,4,296.62,186.3206561,0.0472041519150506
"53",53,899000,"3bd3ba2,813 sqft (on 0.26 acres)","27 Acadia Dr","Asheville",28806,"NC",-82.6130099,35.6098797,"27 acadia dr, asheville, nc 28806, usa",2813,3,3,319.59,194.5524536,0.0245393310145558
"54",54,379900,"3bd3ba1,404 sqft","9 Arbutus Rd","Asheville",28805,"NC",-82.4935115,35.5854158,"9 arbutus rd, asheville, nc 28805, usa",1404,3,3,270.58,205.5777949,0.055216225984886
"55",55,625000,"3bd2ba1,989 sqft","70 Longview Rd","Asheville",28806,"NC",-82.5718144,35.5760358,"70 longview rd, asheville, nc 28806, usa",1989,2,3,314.23,144.3440079,0.0300928387633325
"56",56,650000,"4bd3ba2,754 sqft (on 0.82 acres)","149 Pinners Cove Rd","Asheville",28803,"NC",-82.4955061,35.4991006,"149 pinners cove rd, asheville, nc 28803, usa",2754,3,4,236.02,196.6251724,0.0413336362483231
"57",57,750000,"4bd3ba2,976 sqft (on 0.74 acres)","305 E Sondley Dr","Asheville",28805,"NC",-82.4980539,35.6228322,"305 e sondley dr, asheville, nc 28805, usa",2976,3,4,252.02,182.7535101,0.0277785335369809
"58",58,345000,"3bd2ba1,271 sqft","3 Pelzer St","Asheville",28804,"NC",-82.5769683,35.6314643,"3 pelzer st, woodfin, nc 28804, usa",1271,2,3,271.44,199.5137854,0.0555348878928899
"59",59,1525000,"4bd4ba4,038 sqft (on 3.37 acres)","7 Snowbird Dr","Asheville",28804,"NC",-82.5051153,35.6288227,"7 snowbird dr, asheville, nc 28804, usa",4038,4,4,377.66,185.8806941,0.0243777959478917
"60",60,310000,"2bd2ba1,045 sqft","9 Rocking Porch Rd","Asheville",28805,"NC",-82.517331,35.5988309,"9 rocking porch rd, asheville, nc 28805, usa",1045,2,2,296.65,189.5785633,0.0442757676964897
"61",61,899000,"4bd3ba2,724 sqft (on 0.57 acres)","8 Bevlyn Dr","Asheville",28803,"NC",-82.5246929,35.4919393,"8 bevlyn dr, asheville, nc 28803, usa",2724,3,4,330.03,170.0547483,0.027995664901561
"62",62,599000,"2bd3ba2,296 sqft (on 0.35 acres)","22 Carjen Ave","Asheville",28804,"NC",-82.5722369,35.6360994,"22 carjen ave, asheville, nc 28804, usa",2296,3,2,260.89,205.4082277,0.0315893327296421
"63",63,724475,"4bd3ba1,994 sqft (on 0.32 acres)","134 Lookout Dr","Asheville",28804,"NC",-82.559773,35.6225864,"134 lookout dr, asheville, nc 28804, usa",1994,3,4,363.33,200.88873,0.0522475898032258
"64",64,725000,"2bd5ba2,646 sqft (on 0.38 acres)","119 Bull Mountain Rd","Asheville",28805,"NC",-82.4915717,35.5918841,"119 bull mountain rd, asheville, nc 28805, usa",2646,5,2,274,173.3483595,0.0202040501722517
"65",65,2650000,"4bd3ba3,892 sqft (on 0.29 acres)","158 Kimberly Ave","Asheville",28804,"NC",-82.5500692,35.6170236,"158 kimberly ave, asheville, nc 28804, usa",3892,3,4,680.88,190.0513052,0.0129429549246019
"66",66,1200000,"4bd2ba3,228 sqft (on 1.19 acres)","13 Kent Pl","Asheville",28804,"NC",-82.5331606,35.6469997,"kent pl, asheville, nc 28804, usa",3228,2,4,371.75,190.8336671,0.0234690070955822
"67",67,299999,"4bd2ba1,488 sqft (on 0.28 acres)","14 Fortunate Dr","Asheville",28806,"NC",-82.6614437,35.6226561,"14 fortunate dr, asheville, nc 28806, usa",1488,2,4,201.61,205.600032,0.0689143145060627
"68",68,3395000,"4bd4ba4,508 sqft (on 7.67 acres)","29 Elk Ridge Dr","Asheville",28804,"NC",-82.5375436,35.6599417,"29 elk ridge dr, asheville, nc 28804, usa",4508,4,4,753.11,223.2141699,NA
"69",69,780000,"2bd2ba1,736 sqft","13 Park Ave N","Asheville",28801,"NC",-82.5663221,35.5901898,"13 park ave n, asheville, nc 28801, usa",1736,2,2,449.31,216.3401421,0.0258679787775781
"70",70,1450000,"4bd5ba3,886 sqft (on 1.34 acres)","210 Bridgeman Dr","Asheville",28803,"NC",-82.4926498,35.5044875,"210 bridgeman dr, asheville, nc 28803, usa",3886,5,4,373.13,225.3801003,NA
"71",71,425000,"1bd1ba757 sqft","155 S Lexington Ave","Asheville",28801,"NC",-82.552109,35.5904484,"155 s lexington ave, asheville, nc 28801, usa",757,1,1,561.43,205.526519,0.0310984831670431
"72",72,384900,"2bd2ba1,226 sqft","75 Belmont Ave","Asheville",28806,"NC",-82.6053503,35.5798003,"75 belmont ave, asheville, nc 28806, usa",1226,2,2,313.95,207.3139196,0.042150908716616
"73",73,695000,"1bd2ba1,068 sqft","60 N Market St","Asheville",28801,"NC",-82.5510846,35.5979819,"60 n market st, asheville, nc 28801, usa",1068,2,1,650.75,188.0864074,0.0212745844274328
"74",74,725000,"2bd3ba2,098 sqft","902 Timber Ln","Asheville",28804,"NC",-82.54257,35.636594,"902 timber ln, asheville, nc 28804, usa",2098,3,2,345.57,220.1393273,0.0245948765629647
"75",75,699000,"3bd3ba2,220 sqft","22 Reagan Run Ct","Arden",28704,"NC",-82.5204599,35.4783427,"22 reagan run ct, arden, nc 28704, usa",2220,3,3,314.86,217.1320001,0.0288111487953778
"76",76,425000,"5bd3ba2,185 sqft (on 0.26 acres)","10 Springdale Rd","Asheville",28805,"NC",-82.5345425,35.5880957,"10 springdale rd, asheville, nc 28805, usa",2185,3,5,194.51,183.3653137,0.110019188208685
"77",77,949900,"4bd6ba5,500 sqft (on 2.05 acres)","136 Windover Dr","Asheville",28803,"NC",-82.4902555,35.5115092,"136 windover dr, asheville, nc 28803, usa",5500,6,4,172.71,185.8133769,0.0195613619196068
"78",78,269000,"2bd2ba1,236 sqft","54 Pebble Creek Dr","Asheville",28803,"NC",-82.5264668,35.5017275,"54 pebble creek dr, asheville, nc 28803, usa",1236,2,2,217.64,209.5935956,NA
"79",79,650000,"4bd4ba2,809 sqft","111 Trumpet Ln","Asheville",28803,"NC",-82.5093027,35.4926004,"111 trumpet ln, asheville, nc 28803, usa",2809,4,4,231.4,235.4749324,0.0564927076493145
"80",80,450000,"3bd2ba1,307 sqft (on 0.33 acres)","44 Overlook Rd","Asheville city",28803,"NC",-82.5269449,35.5035082,"44 overlook rd, asheville, nc 28803, usa",1307,2,3,344.3,201.3800375,NA
"81",81,675000,"3bd3ba1,977 sqft","975 New Haw Creek Rd","Asheville",28805,"NC",-82.5017226,35.6158928,"975 new haw creek rd, asheville, nc 28805, usa",1977,3,3,341.43,160.0647786,0.0290962197490403
"82",82,650000,"3bd2ba1,412 sqft","91 Virginia Ave","Asheville",28806,"NC",-82.590485,35.5745508,"91 virginia ave, asheville, nc 28806, usa",1412,2,3,460.34,215.9692158,0.0427553367982618
"83",83,719000,"3bd3ba2,700 sqft","321 Hazel Mill Rd","Asheville",28806,"NC",-82.5893416,35.5913777,"321 hazel mill rd, asheville, nc 28806, usa",2700,3,3,266.3,208.1956737,0.0302462163097665
"84",84,367000,"3bd2ba1,782 sqft (on 0.32 acres)","2 Valleywood Ct","Asheville",28803,"NC",-82.5145882,35.4908016,"2 valleywood ct, asheville, nc 28803, usa",1782,2,3,205.95,215.6063589,0.064173017768436
"85",85,650000,"2bd1ba1,412 sqft","91 Virginia Ave","Asheville",28806,"NC",-82.590485,35.5745508,"91 virginia ave, asheville, nc 28806, usa",1412,1,2,460.34,212.0842484,0.0279908209283335
"86",86,379000,"2bd1ba844 sqft","71 5th Ave","Asheville",28806,"NC",-82.5798409,35.5721101,"71 5th ave, asheville, nc 28806, usa",844,1,2,449.05,148.3825005,0.0315639849204992
"87",87,525000,"1bd1ba625 sqft (on 1.73 acres)","362 New Haw Creek Rd","Asheville",28805,"NC",-82.5122429,35.5878066,"362 new haw creek rd, asheville, nc 28805, usa",625,1,1,840,213.2238544,0.016059479194222
"88",88,419900,"3bd2ba1,100 sqft (on 0.92 acres)","320 Olivette Rd","Asheville",28804,"NC",-82.6110506,35.6333072,"320 olivette rd, asheville, nc 28804, usa",1100,2,3,381.73,194.5442593,0.042800574564693
"89",89,409000,"3bd3ba1,755 sqft","861 W Pointe Dr","Asheville",28806,"NC",-82.6246086,35.5423965,"861 w pointe dr, asheville, nc 28806, usa",1755,3,3,233.05,163.970042,NA
"90",90,825000,"3bd3ba1,624 sqft (on 0.25 acres)","21 Pinewood Ave","Asheville",28804,"NC",-82.5698809,35.6396522,"21 pinewood ave, asheville, nc 28804, usa",1624,3,3,508,148.3729697,0.0170058249875688
"91",91,2250000,"3bd4ba4,193 sqft (on 0.58 acres)","7 Bee Balm Way","Asheville",28804,"NC",-82.6113683,35.6532108,"7 bee balm wy, asheville, nc 28804, usa",4193,4,3,536.61,229.7244555,0.0206752009905432
"92",92,1099000,"5bd4ba4,226 sqft (on 0.51 acres)","1032 Columbine Rd","Asheville",28803,"NC",-82.5444329,35.4851629,"1032 columbine rd, asheville, nc 28803, usa",4226,4,5,260.06,216.8845841,NA
"93",93,299000,"3bd2ba1,040 sqft (on 0.32 acres)","328 Camelia Ln","Asheville",28806,"NC",-82.6304703,35.6051828,"328 camelia ln, asheville, nc 28806, usa",1040,2,3,287.5,206.4901687,0.075616048640611
"94",94,1110000,"5bd4ba3,141 sqft (on 0.37 acres)","912 Woodvine Rd","Asheville",28803,"NC",-82.5424676,35.4879134,"912 woodvine rd, asheville, nc 28803, usa",3141,4,5,353.39,189.5751169,NA
"95",95,5e+05,"4bd3ba2,346 sqft (on 0.37 acres)","32 Spring Forest Cir","Asheville",28803,"NC",-82.5327248,35.4908204,"32 spring forest cir, asheville, nc 28803, usa",2346,3,4,213.13,206.425911,0.0501614963610232
"96",96,3e+05,"3bd3ba1,346 sqft","118 Rotunda Cir","Asheville",28806,"NC",-82.6352399,35.6102764,"118 rotunda cir, asheville, nc 28806, usa",1346,3,3,222.88,226.0738529,0.090322470076609
"97",97,509900,"2bd2ba1,195 sqft","175 S Lexington Ave","Asheville",28801,"NC",-82.5523147,35.5898552,"175 s lexington ave, asheville, nc 28801, usa",1195,2,2,426.69,179.2804226,0.0457728798712697
"98",98,1437500,"4bd3ba3,478 sqft (on 0.27 acres)","82 Caledonia Rd","Asheville",28803,"NC",-82.5414504,35.5725765,"82 caledonia rd, asheville, nc 28803, usa",3478,3,4,413.31,261.8697649,0.033641535803112
"99",99,899000,"3bd3ba2,266 sqft","44 Westchester Dr","Asheville",28803,"NC",-82.5314449,35.5747939,"44 westchester dr, asheville, nc 28803, usa",2266,3,3,396.73,196.8948104,0.0308822520590501
"100",100,329900,"3bd1ba1,000 sqft (on 0.75 acres)","297 Merrills Cove Rd","Asheville",28803,"NC",-82.47293,35.497298,"297 merrills cove rd, asheville, nc 28803, usa",1000,1,3,329.9,191.9352714,0.0459038887844323
"101",101,799000,"3bd3ba2,621 sqft (on 0.27 acres)","818 Haywood Rd","Asheville",28806,"NC",-82.5959332,35.5787965,"818 haywood rd, asheville, nc 28806, usa",2621,3,3,304.85,238.9693441,0.0382011288010176
"102",102,4e+05,"4bd3ba1,479 sqft (on 0.47 acres)","307 Westforest Ln","Asheville",28806,"NC",-82.5990583,35.5660235,"307 westforest ln, asheville, nc 28806, usa",1479,3,4,270.45,196.9613986,0.0971527019728518
"103",103,1325000,"3bd3ba1,777 sqft","60 N Market St","Asheville",28801,"NC",-82.5510846,35.5979819,"60 n market st, asheville, nc 28801, usa",1777,3,3,745.64,233.6306395,0.0415837501723402
"104",104,525000,"3bd3ba1,748 sqft","931 Tunnel Rd","Asheville",28805,"NC",-82.500917,35.5880205,"931 tunnel rd, asheville, nc 28805, usa",1748,3,3,300.34,217.7557926,0.0419735400322166
"105",105,510000,"2bd1ba1,204 sqft (on 3.39 acres)","48-70 McKinney Rd","Asheville",28806,"NC",-82.6481543,35.5765128,"48 mckinney rd, asheville, nc 28806, usa",1204,1,2,423.59,203.7883648,0.030201968442389
"106",106,2295000,"3bd4ba2,926 sqft (on 4.90 acres)","500 Lynn Cove Rd","Asheville",28804,"NC",-82.4981956,35.6580277,"500 lynn cove rd, asheville, nc 28804, usa",2926,4,3,784.35,191.0028636,NA
"107",107,499000,"3bd2ba1,301 sqft","44 Porter Hill Ln","Asheville",28803,"NC",-82.508281,35.5573171,"porter hl ln, asheville, nc 28803, usa",1301,2,3,383.55,219.8688022,0.0465245493339699
"108",108,449999,"3bd3ba1,892 sqft (on 0.72 acres)","2 Powers Dr","Asheville",28806,"NC",-82.6170671,35.5898913,"2 powers dr, asheville, nc 28806, usa",1892,3,3,237.84,219.7157583,0.0380611632141363
"109",109,319900,"3bd2ba1,372 sqft (on 0.77 acres)","222 Bee Ridge Rd","Asheville",28803,"NC",-82.4875186,35.5407094,"222 bee ridge rd, asheville, nc 28803, usa",1372,2,3,233.16,209.9691787,0.106931787086346
"110",110,750000,"3bd3ba2,663 sqft (on 0.92 acres)","615 Rose Hill Rd","Asheville",28803,"NC",-82.4809657,35.5533939,"615 rose hill rd, asheville, nc 28803, usa",2663,3,3,281.64,228.1277168,0.0331338226245167
"111",111,274900,"3bd2ba1,400 sqft (on 1.40 acres)","103 Old Leicester Rd","Asheville",28804,"NC",-82.6065274,35.6299065,"103 old leicester rd, asheville, nc 28804, usa",1400,2,3,196.36,198.8340917,0.0753479779019371
"112",112,1050000,"5bd3ba3,244 sqft (on 0.43 acres)","414 Lakeshore Dr","Asheville",28804,"NC",-82.5684134,35.630915,"414 lakeshore dr, asheville, nc 28804, usa",3244,3,5,323.67,212.1848346,0.0552985674994524
"113",113,769000,"3bd3ba2,350 sqft","14 Trevors Trl","Asheville",28806,"NC",-82.5995228,35.5401155,"14 trevors trail, asheville, nc 28806, usa",2350,3,3,327.23,179.4887883,0.0389787095525147
"114",114,1e+06,"3bd3ba2,297 sqft (on 1.65 acres)","6 Stegall Ln","Asheville",28805,"NC",-82.5252213,35.6013911,"6 stegall ln, asheville, nc 28805, usa",2297,3,3,435.35,206.6759113,0.0124005546764322
"115",115,789900,"3bd3ba2,606 sqft","101 Courtland Ave","Asheville",28801,"NC",-82.5657728,35.5984849,"101 courtland ave, asheville, nc 28801, usa",2606,3,3,303.11,194.1075327,0.035343869445813
"116",116,420990,"4bd3ba1,995 sqft","753 Fountain Park Blvd","Asheville",28806,"NC",-82.6119468,35.5427601,"fountain pk blvd, asheville, nc 28806, usa",1995,3,4,211.02,195.6418793,NA
"117",117,749900,"3bd3ba2,103 sqft","50 Clinton Ave","Asheville",28806,"NC",-82.6018929,35.579481,"50 clinton ave, asheville, nc 28806, usa",2103,3,3,356.59,234.8179545,0.0370937312349703
"118",118,5e+05,"1bd1ba758 sqft","Address Not Disclosed","Asheville",28801,"NC",-82.5564559,35.5927461,"asheville, nc 28801, usa",758,1,1,659.63,195.1612959,0.0262377154996788
"119",119,789000,"5bd4ba3,075 sqft (on 0.61 acres)","101 Coachmans Trl","Asheville",28803,"NC",-82.4909538,35.5590301,"101 coachmans trail, asheville, nc 28803, usa",3075,4,5,256.59,205.5503533,0.0520092526767528
"120",120,1175000,"5bd4ba4,255 sqft (on 1.01 acres)","22 Barebridge Hills Dr","Asheville",28804,"NC",-82.5850364,35.6562547,"22 barebridge hills dr, asheville, nc 28804, usa",4255,4,5,276.15,225.7191182,0.0342116544328654
"121",121,1200000,"4bd5ba4,559 sqft (on 0.52 acres)","904 Woodvine Rd","Asheville",28803,"NC",-82.5425741,35.489034,"904 woodvine rd, asheville, nc 28803, usa",4559,5,4,263.22,203.4294722,NA
"122",122,1195000,"4bd3ba2,932 sqft (on 21.19 acres)","51 Rice Branch Rd","Asheville city",28804,"NC",-82.5214228,35.6385445,"51 rice branch rd, asheville, nc 28804, usa",2932,3,4,407.57,215.2307833,0.0195005993884108
"123",123,1200000,"3bd4ba3,108 sqft (on 4.13 acres)","24 Ridgeview Way","Asheville",28803,"NC",-82.472563,35.537325,"24 ridgeview way, asheville, nc 28803, usa",3108,4,3,386.1,186.7127474,NA
"124",124,245000,"2bd1ba884 sqft","130 Warren Haynes Dr","Asheville",28806,"NC",-82.6389024,35.5484319,"130 warren haynes dr, asheville, nc 28806, usa",884,1,2,277.15,208.3297669,0.0306117208540537
"125",125,1350000,"5bd4ba3,241 sqft (on 0.32 acres)","123 Edwin Pl","Asheville",28801,"NC",-82.5495044,35.6116278,"123 edwin pl, asheville, nc 28801, usa",3241,4,5,416.54,188.2813415,0.0286808048860491
"126",126,584500,"3bd3ba1,510 sqft","304 Jenna Clare Ln","Asheville",28803,"NC",-82.5437614,35.5671423,"biltmore forest, nc 28803, usa",1510,3,3,387.09,198.8376483,0.0502403423644888
"127",127,584500,"3bd3ba1,510 sqft","300 Jenna Clare Ln","Asheville",28803,"NC",-82.5437614,35.5671423,"biltmore forest, nc 28803, usa",1510,3,3,387.09,217.7618921,0.0550219342725687
"128",128,485000,"2bd1ba1,032 sqft","107 Annandale Ave","Asheville",28801,"NC",-82.5495889,35.6081917,"107 annandale ave, asheville, nc 28801, usa",1032,1,2,469.96,182.9036837,0.0333053441890122
"129",129,459000,"3bd1ba1,080 sqft","17 Mount Clare Ave","Asheville",28801,"NC",-82.5576496,35.6040698,"17 mt clare ave, asheville, nc 28801, usa",1080,1,3,425,167.9106069,0.0534093839609555
"130",130,1250000,"3bd4ba2,287 sqft","405 W Haywood St","Asheville",28801,"NC",-82.5667098,35.590481,"405 w haywood st, asheville, nc 28801, usa",2287,4,3,546.57,218.0907283,0.0244083508313307
"131",131,824900,"3bd4ba2,527 sqft","7 Shaker Ct","Asheville",28805,"NC",-82.4991744,35.595495,"the grove at haw creek, 7 shaker ct, asheville, nc 28805, usa",2527,4,3,326.43,227.3668977,0.0222708756634878
"132",132,550000,"3bd2ba2,124 sqft (on 0.50 acres)","23 Rolling Hill Dr","Asheville",28806,"NC",-82.6259958,35.6004894,"23 rolling hill dr, asheville, nc 28806, usa",2124,2,3,258.95,213.5201864,0.0384696824206847
"133",133,2e+06,"4bd6ba4,877 sqft (on 2.55 acres)","21 Honey Dr","Asheville",28805,"NC",-82.5345949,35.6063391,"21 honey dr, asheville, nc 28805, usa",4877,6,4,410.09,218.5428115,0.0162802253290667
"134",134,315000,"2bd2ba1,211 sqft","305 Piney Mountain Dr","Asheville",28805,"NC",-82.5250311,35.5896727,"305 piney mountain dr, asheville, nc 28805, usa",1211,2,2,260.12,174.8522264,NA
"135",135,235000,"1bd1ba1,023 sqft","9 Kenilworth Knls","Asheville",28805,"NC",-82.5274619,35.588655,"9 kenilworth knolls, asheville, nc 28805, usa",1023,1,1,229.72,219.6788273,0.0552313080020787
"136",136,650000,"3bd3ba2,357 sqft","39 Creekside View Dr","Asheville",28804,"NC",-82.5889289,35.6911236,"39 creekside view dr, asheville, nc 28804, usa",2357,3,3,275.77,238.3442373,NA
"137",137,439000,"3bd1ba1,160 sqft","21 Fulton St","Asheville",28801,"NC",-82.5567728,35.6041749,"21 fulton st, asheville, nc 28801, usa",1160,1,3,378.45,227.9419306,0.0757915208633077
"138",138,450000,"3bd3ba2,179 sqft","539 Crowfields Ln","Asheville",28803,"NC",-82.5289626,35.5045841,"539 crowfields ln, asheville, nc 28803, usa",2179,3,3,206.52,182.2278312,NA
"139",139,750000,"3bd2ba1,823 sqft (on 0.43 acres)","272 Lakewood Dr","Asheville",28803,"NC",-82.5327671,35.5790183,"272 lakewood dr, asheville, nc 28803, usa",1823,2,3,411.41,213.8716983,0.0476399207989416
"140",140,365000,"2bd1ba850 sqft","50 Jarrett St","Asheville",28806,"NC",-82.5921744,35.5792029,"50 jarrett st, asheville, nc 28806, usa",850,1,2,429.41,194.1856585,0.0477307306004326
"141",141,425000,"3bd2ba1,504 sqft (on 1.07 acres)","31 Forest Creek Dr","Asheville",28806,"NC",-82.6188614,35.5926151,"31 frst crk dr, asheville, nc 28806, usa",1504,2,3,282.58,179.1980073,0.0331364472019085
"142",142,1150000,"4bd4ba3,442 sqft (on 0.55 acres)","14 Bent Oak Ln","Asheville",28803,"NC",-82.5348806,35.4957617,"14 bent oak ln, asheville, nc 28803, usa",3442,4,4,334.11,205.3788589,NA
"143",143,1595000,"5bd5ba4,606 sqft (on 0.63 acres)","24 Lakeview Rd","Asheville",28804,"NC",-82.564801,35.632582,"24 lakeview rd, asheville, nc 28804, usa",4606,5,5,346.29,178.9937506,0.0278450309520084
"144",144,550000,"3bd3ba2,576 sqft (on 0.44 acres)","117 Cherry Meadows Way","Asheville",28806,"NC",-82.6116207,35.5521509,"117 cherry meadows way, asheville, nc 28806, usa",2576,3,3,213.51,206.4642119,0.0316433218211358
"145",145,995000,"4bd5ba2,883 sqft","8 Short St","Asheville",28801,"NC",-82.5595194,35.5974612,"8 short st, asheville, nc 28801, usa",2883,5,4,345.13,212.2233411,0.0453788794458274
"146",146,299900,"3bd1ba1,372 sqft (on 0.34 acres)","740 Fairview Rd","Asheville",28803,"NC",-82.5138271,35.5649209,"740 fairview rd, asheville, nc 28803, usa",1372,1,3,218.59,174.3494568,0.0787740960276069
"147",147,395000,"3bd2ba1,641 sqft (on 0.90 acres)","40 Lawterdale Rd","Asheville",28804,"NC",-82.5101059,35.642975,"40 lawterdale rd, asheville, nc 28804, usa",1641,2,3,240.71,181.9222719,0.0536720048187501
"148",148,6e+05,"4bd3ba1,876 sqft","26 Reagan Run Ct","Arden",28704,"NC",-82.520221,35.478175,"26 reagan run ct, arden, nc 28704, usa",1876,3,4,319.83,192.8358134,0.0397456037666223
"149",149,750000,"4bd3ba2,485 sqft","34 Myrtle Lee Cv","Arden",28704,"NC",-82.5200846,35.4786332,"34 myrtle lee cv, arden, nc 28704, usa",2485,3,4,301.81,205.9324195,0.0339559678410092
"150",150,899000,"4bd5ba4,000 sqft (on 4.38 acres)","41 Beck Dr","Asheville",28806,"NC",-82.6433223,35.6263422,"41 beck dr, asheville, nc 28806, usa",4000,5,4,224.75,204.9403068,0.0261209605037992
"151",151,4e+05,"3bd2ba1,275 sqft (on 0.70 acres)","42 Carlton Pl","Asheville",28806,"NC",-82.6015498,35.58862,"42 carlton pl, asheville, nc 28806, usa",1275,2,3,313.73,204.4233455,0.0639255388639592
"152",152,365000,"3bd2ba1,350 sqft","10 Miami Cir","Arden",28704,"NC",-82.5329493,35.4839894,"10 miami cir, arden, nc 28704, usa",1350,2,3,270.37,196.4890537,NA
"153",153,6e+05,"3bd3ba3,444 sqft (on 0.50 acres)","27 Rolling Hill Dr","Asheville",28806,"NC",-82.6264074,35.6004827,"27 rolling hill dr, asheville, nc 28806, usa",3444,3,3,174.22,219.7003019,0.0362921068875863
"154",154,6e+05,"3bd3ba2,500 sqft (on 0.50 acres)","27 Rolling Hill Dr","Asheville",28806,"NC",-82.6264074,35.6004827,"27 rolling hill dr, asheville, nc 28806, usa",2500,3,3,240,244.7037415,0.0404224039016035
"155",155,425000,"4bd4ba2,889 sqft","503 Woodfield Dr","Asheville",28803,"NC",-82.4799504,35.5551584,"503 woodfield dr, asheville, nc 28803, usa",2889,4,4,147.11,217.9546971,0.0695610625516442
"156",156,699000,"2bd3ba3,142 sqft (on 1.49 acres)","22 Indian Knob Rd","Asheville",28803,"NC",-82.4772934,35.5266526,"22 indian knob rd, biltmore forest, nc 28803, usa",3142,3,2,222.47,189.14024,0.0255085272903054
"157",157,365000,"1bd1ba760 sqft","225 Bowling Park Rd","Asheville",28803,"NC",-82.5433244,35.5725828,"225 bowling park rd, asheville, nc 28803, usa",760,1,1,480.26,197.7702936,0.0241348616592903
"158",158,1300000,"1bd2ba1,502 sqft","7 Patton Ave","Asheville",28801,"NC",-82.5521879,35.5952443,"7 patton ave, asheville, nc 28806, usa",1502,2,1,865.51,175.330804,0.00989629545080446
"159",159,550000,"5bd4ba3,088 sqft (on 0.60 acres)","15 Gardenwood Dr","Asheville",28803,"NC",-82.5135258,35.5117134,"15 gardenwood dr, asheville, nc 28803, usa",3088,4,5,178.11,182.2006568,NA
"160",160,545000,"4bd2ba2,053 sqft (on 0.29 acres)","488 Kenilworth Rd","Asheville",28805,"NC",-82.5317103,35.5880475,"488 kenilworth rd, asheville, nc 28805, usa",2053,2,4,265.47,185.2744495,0.0753886510526598
"161",161,305000,"2bd1ba792 sqft (on 0.38 acres)","124 Concord Rd","Asheville",28803,"NC",-82.4868132,35.4902224,"124 concord rd, asheville, nc 28803, usa",792,1,2,385.1,195.3873467,0.065182500088361
"162",162,275000,"3bd1ba928 sqft (on 0.31 acres)","2 Wisteria Ct","Asheville",28806,"NC",-82.6315283,35.6014904,"2 wisteria ct, asheville, nc 28806, usa",928,1,3,296.34,194.7227469,0.075545682135976
"163",163,489900,"3bd3ba1,657 sqft","15 Cane St","Asheville",28806,"NC",-82.6207973,35.5711711,"15 cane st, asheville, nc 28806, usa",1657,3,3,295.65,207.7081713,0.048545796317923
"164",164,649000,"2bd3ba1,430 sqft (on 0.28 acres)","109 Thurland Ave","Asheville",28803,"NC",-82.5413349,35.5814223,"109 thurland ave, asheville, nc 28803, usa",1430,3,2,453.85,171.6902883,0.027169843596169
"165",165,209900,"3bd2ba1,216 sqft (on 0.49 acres)","54 Hopedale Cir","Asheville",28806,"NC",-82.5932303,35.5976279,"54 hopedale cir, asheville, nc 28806, usa",1216,2,3,172.62,209.5156526,0.0998641249916656
"166",166,1740000,"5bd4ba5,833 sqft (on 2.36 acres)","514 Sondley Dr S","Asheville",28805,"NC",-82.4966564,35.620415,"514 sondley dr s, asheville, nc 28805, usa",5833,4,5,298.3,212.8769364,0.0198807483671223
"167",167,799000,"2bd2ba1,347 sqft","61 Church St","Asheville",28801,"NC",-82.553246,35.592609,"61 church st, asheville, nc 28801, usa",1347,2,2,593.17,211.0815206,0.0367049719183015
"168",168,180000,"Studio","5 Owenby Rd","Candler",28715,"NC",-82.6534603,35.5509894,"5 owenby rd, candler, nc 28715, usa",NA,NA,1,NA,192.0686792,0.0308681805815084
"169",169,359000,"3bd1ba1,225 sqft","277 Pisgah View Rd","Asheville",28806,"NC",-82.6422777,35.5725511,"277 pisgah view rd, asheville, nc 28806, usa",1225,1,3,293.06,163.0388112,0.0393192829270577
"170",170,465000,"5bd3ba2,734 sqft (on 0.42 acres)","664 New Haw Creek Rd","Asheville",28805,"NC",-82.5032556,35.5987715,"664 new haw creek rd, asheville, nc 28805, usa",2734,3,5,170.08,149.7802521,0.0539083643172376
"171",171,575000,"4bd3ba1,998 sqft (on 0.37 acres)","21 Moss Pink Pl","Asheville",28806,"NC",-82.6508771,35.6120546,"21 moss pink pl, asheville, nc 28806, usa",1998,3,4,287.79,201.5287654,0.0603044163155066
