"sale_price","size","name"
"$1,150,000","3bd3ba3,440 sqft (on 0.54 acres)","2256 SW Humphrey Park Rd, Portland, OR 97221"
"$103,000","2bd2ba1,248 sqft","17064 SW Eldorado Dr #40, Tigard, OR 97224"
"$749,900","5bd4ba2,620 sqft","7360 SE 156th Ave, Portland, OR 97236"
"$719,900","3bd3ba2,162 sqft","4611 SE Knapp St, Portland, OR 97206"
"$1,050,000","5bd4ba3,100 sqft","1738 Larkin Ter  #3, Portland, OR 97229"
"$199,900","","15555 SE 156th Ave, Portland, OR 97230"
"$199,900","","15571 SE Flavel St, Portland, OR 97236"
"$199,900","","15591 SE Flavel St, Portland, OR 97236"
"$626,616","3bd3ba1,842 sqft","11833 SE Pleasant Valley Pkwy #285, Happy Valley, OR 97086"
"$930,000","4bd4ba2,684 sqft","2610 SE 36th Ave, Portland, OR 97202"
"$425,000","2bd2ba1,206 sqft","1730 S  Harbor Way #501, Portland, OR 97201"
"$545,000","4bd3ba2,434 sqft","1737 NE 156th Ave, Portland, OR 97230"
"$499,900","3bd3ba1,547 sqft","11473 SE Pleasant Valley Pkwy #387, Happy Valley, OR 97086"
"$767,590","4bd3ba2,321 sqft","16830 SE Mist Layer Loop #541, Happy Valley, OR 97086"
"$1,075,000","4bd4ba2,700 sqft","1310 SE Rural St, Portland, OR 97202"
"$930,000","","12222 NW Laidlaw Rd, Portland, OR 97229"
"$750,000","3bd2ba2,112 sqft","2825 NE 40th Ave, Portland, OR 97212"
"$1,000,000","4bd3ba3,152 sqft (on 0.47 acres)","5805 SW Taylor St, Portland, OR 97221"
"$629,900+","5bd3ba2,269 sqft","Arlington Plan in Hawthorne Estates, Portland, OR 97216"
"$470,000","3bd3ba1,714 sqft","1223 NE 187th Ln, Portland, OR 97230"
"$299,000","1bd2ba716 sqft","130 SE 31st Ave #6, Portland, OR 97214"
"$179,000","","SW Fairvale Ct, Portland, OR 97221"
"$771,276","4bd3ba2,539 sqft","16733 SE Mist Layer Loop #553, Happy Valley, OR 97086"
"$400,000","2bd1ba1,228 sqft","2405 SE 84th Ave, Portland, OR 97216"
"$375,000","3bd2ba1,039 sqft","2008 NE Hancock St, Portland, OR 97212"
"$289,000","2bd1ba790 sqft","5320 SE Cooper St, Portland, OR 97206"
"$339,999","1bd1ba633 sqft","9454 N  Tyler Ave  #B, Portland, OR 97203"
"$399,999","2bd2ba1,117 sqft","9454 N  Tyler Ave  #A, Portland, OR 97203LISTED 9 DAYS AGO"
"$3,600,000","5bd6ba8,190 sqft (on 0.82 acres)","1885 S  Greenwood Rd, Portland, OR 97219LISTED 9 DAYS AGO"
"$349,000","2bd2ba1,026 sqft","2021 SW Main St #43, Portland, OR 97205LISTED 9 DAYS AGO"
"$455,000","1bd1ba833 sqft","1830 NW Riverscape St #601, Portland, OR 97209LISTED 9 DAYS AGO"
"$375,000","2bd1ba1,029 sqft","2624 SE Gladstone St, Portland, OR 97202LISTED 9 DAYS AGO"
"$430,000","4bd2ba1,638 sqft","2224 SE 158th Ave, Portland, OR 97233LISTED 9 DAYS AGO"
"$1,995,000","12bd7ba8,132 sqft","1847 SE Oak St, Portland, OR 97214LISTED 9 DAYS AGO"
"$949,900","5bd4ba5,468 sqft","14894 SW Scarlett Dr, Tigard, OR 97224LISTED 9 DAYS AGO"
"$995,000","3bd3ba3,312 sqft","525 SE 15th Ave, Portland, OR 97214LISTED 9 DAYS AGO"
"$380,000","2bd1ba1,312 sqft","3435 NE 74th Ave, Portland, OR 97213LISTED 9 DAYS AGO"
"$2,549,000","6bd6ba2,876 sqft","118 NE 16th Ave, Portland, OR 97232LISTED 9 DAYS AGO"
"$594,990+","5bd4ba2,408 sqft","Rosebay Plan in South River Terrace Innovate Condominiums, Portland, OR 97224"
"$569,990+","4bd3ba2,023 sqft","Wembley Plan in South River Terrace Innovate Condominiums, Portland, OR 97224"
"$474,990+","3bd2ba1,228 sqft","Waverly Plan in South River Terrace Innovate Condominiums, Portland, OR 97224"
"$494,990+","3bd3ba1,625 sqft","Ferndale Plan in South River Terrace Innovate Condominiums, Portland, OR 97224"
"$529,990+","3bd3ba1,729 sqft","Elmhurst Plan in South River Terrace Innovate Condominiums, Portland, OR 97224"
"$550,000","3bd2ba2,096 sqft","7927 SE Ramona St, Portland, OR 97206LISTED 9 DAYS AGO"
"$435,000","3bd1ba2,467 sqft","4003 NE 6th Ave, Portland, OR 97212LISTED 9 DAYS AGO"
"$649,000","3bd2ba2,217 sqft","4314 NE 41st Ave, Portland, OR 97211LISTED 9 DAYS AGO"
"$255,000","1bd1ba726 sqft","930 NW Naito Pkwy #K2, Portland, OR 97209LISTED 9 DAYS AGO"
"$420,000","2bd2ba1,192 sqft","6645 W  Burnside Rd   #510, Portland, OR 97210LISTED 9 DAYS AGO"
"$249,900","1bd1ba661 sqft","1416 NE 21st Ave #15, Portland, OR 97232LISTED 9 DAYS AGO"
"$1,598,000","4bd6ba6,939 sqft (on 1.15 acres)","13823 NW Glendoveer Dr, Portland, OR 97231LISTED 9 DAYS AGO"
"$709,000","4bd3ba2,726 sqft","13566 SW Marcia Dr, Tigard, OR 97223LISTED 9 DAYS AGO"
"$115,000","2bd1ba972 sqft","10550 SE 70th Ave #12, Milwaukie, OR 97222LISTED 9 DAYS AGO"
"$714,350","4bd3ba2,118 sqft","11858 Smith Rock St, Happy Valley, OR 97086LISTED 9 DAYS AGO"
"$795,000","2bd2ba2,150 sqft","4332 NW Tamoshanter Way, Portland, OR 97229LISTED 9 DAYS AGO"
"$699,000","5bd3ba2,632 sqft","604 NE 67th Ave, Portland, OR 97213LISTED 9 DAYS AGO"
"$500,000","3bd2ba1,740 sqft","8955 SW Terwilliger Blvd, Portland, OR 97219LISTED 9 DAYS AGO"
"$664,960+","3bd3ba2,118 sqft","The 2118 2 Car Alley Plan in Pleasant Valley Villages, Happy Valley, OR 97086"
"$1,194,995+","6bd4ba3,738 sqft","Donovan with Basement Plan in Toll Brothers at Hosford Farms - Vista Collection, Portland, OR 97229"
"$920,000","4bd4ba3,338 sqft","16220 SW Hazeltine Ln, Portland, OR 97224LISTED 9 DAYS AGO"
"$469,000","3bd2ba1,478 sqft","3115 NE 92nd Ave, Portland, OR 97220LISTED 9 DAYS AGO"
"$695,000","4bd2ba2,093 sqft","6618 NE 26th Ave, Portland, OR 97211LISTED 9 DAYS AGO"
"$750,000","3bd3ba2,523 sqft (on 0.43 acres)","1803 SW Broadleaf Dr, Portland, OR 97219LISTED 10 DAYS AGO"
"$455,000","3bd2ba1,223 sqft","4751 NE Prescott St #A, Portland, OR 97218LISTED 10 DAYS AGO"
"$599,900","5bd3ba2,914 sqft (on 0.31 acres)","7274 SE 60th Ave, Portland, OR 97206LISTED 10 DAYS AGO"
"$170,000","1bd1ba596 sqft","11044 SW Greenburg Rd #322, Tigard, OR 97223LISTED 10 DAYS AGO"
"$200,000","2bd1ba856 sqft","11048 SW Greenburg Rd #345, Tigard, OR 97223LISTED 10 DAYS AGO"
"$585,000","3bd3ba1,610 sqft","13300 SW Uplands Dr, Tigard, OR 97223LISTED 10 DAYS AGO"
"$679,000","3bd2ba2,478 sqft (on 0.32 acres)","11851 SE William Otty Rd, Happy Valley, OR 97086"
"$569,900","3bd2ba1,753 sqft (on 0.25 acres)","323 NE 150th Pl, Portland, OR 97230"
"$750,000","4bd5ba2,185 sqft (on 0.47 acres)","11124 SE Wood Ave, Milwaukie, OR 97222"
"$379,900","2bd2ba2,312 sqft (on 0.28 acres)","109 NE 108th Ave, Portland, OR 97220"
"$395,000","2bd2ba1,097 sqft","6665 W  Burnside St #438, Portland, OR 97210"
"$375,000","3bd1ba864 sqft","1624 NE 81st Ave, Portland, OR 97213"
"$400,000","3bd2ba1,556 sqft","19623 NE Holladay St, Portland, OR 97230"
"$699,900","3bd2ba2,395 sqft","7169 SE Stark St, Portland, OR 97215"
"$649,900","4bd3ba2,168 sqft","7044 NE Davis St, Portland, OR 97213"
"$695,000","4bd2ba3,096 sqft","1615 NE 58th Ave, Portland, OR 97213"
"$385,000","2bd2ba1,105 sqft","8216 N  Edison St #1, Portland, OR 97203"
"$1,050,000","4bd3ba3,675 sqft","2946 NE 9th Ave, Portland, OR 97212"
"$355,000","2bd1ba1,243 sqft","611 NE Church St #6, Portland, OR 97211"
"$349,000","3bd3ba1,484 sqft","3610 NE 154th Ave, Portland, OR 97230"
"$725,000","3bd2ba2,314 sqft","4827 NE 22nd Ave, Portland, OR 97211"
"$245,000","2bd2ba1,064 sqft","353 SE 146th Ave, Portland, OR 97233"
"$5,250,000","3bd4ba8,987 sqft","3757 SE Clay St, Portland, OR 97214"
"$605,389","3bd3ba1,678 sqft","11644 SE Pleasant Valley Pkwy #371, Happy Valley, OR 97086"
"$450,000","5bd1ba1,523 sqft","3161 NE 72nd Ave, Portland, OR 97213"
"$655,000","3bd2ba1,700 sqft","17597 SE Rose St, Milwaukie, OR 97267"
"$499,000","3bd2ba1,084 sqft","6044 SE Harney St, Portland, OR 97206"
"$2,895,000","5bd5ba5,382 sqft","5262 SW Westwood Vw, Portland, OR 97239"
"$515,000","2bd3ba1,483 sqft","3307 SE Morrison St #25, Portland, OR 97214"
"$992,000","4bd4ba4,372 sqft (on 0.35 acres)","2009 NE Edgewater Dr, Portland, OR 97211"
"$599,900","3bd3ba1,932 sqft","16186 NW Reliance Ln, Portland, OR 97229"
"$849,900","3bd3ba2,360 sqft","5215 NE Flanders St, Portland, OR 97213"
"$789,900","4bd2ba2,689 sqft","4100 NE Multnomah St, Portland, OR 97232"
"$975,000","2bd3ba2,205 sqft","2362 NW Pettygrove St, Portland, OR 97210"
"$137,900","3bd2ba1,512 sqft","16961 SE 80th Pl, Milwaukie, OR 97267"
"$749,900","5bd3ba3,442 sqft (on 0.35 acres)","6807 SE 78th Ave, Portland, OR 97206"
"$1,199,500","2bd3ba1,482 sqft","1150 NW Quimby St #436, Portland, OR 97209"
"$849,900","5bd3ba3,265 sqft (on 0.69 acres)","9509 SE Wichita Ave, Milwaukie, OR 97222"
"$549,900","3bd3ba1,524 sqft","15192 NW Nightshade Dr, Portland, OR 97229"
"$1,750,000","5bd4ba3,200 sqft","2591 SW Buckingham Ave, Portland, OR 97201"
"$365,000","2bd2ba1,004 sqft","5604 SE 104th Ave, Portland, OR 97266"
"$335,000","1bd1ba766 sqft","2127 NW Irving St #304, Portland, OR 97210"
"$985,000","3bd3ba3,033 sqft","1405 SE Tacoma St, Portland, OR 97202"
"$824,000","5bd4ba3,192 sqft (on 0.45 acres)","7035 SE Windsor Ct, Portland, OR 97206"
"$424,900","3bd2ba1,096 sqft","17017 SE Morrison Ct, Portland, OR 97233"
"$1,299,000","4bd4ba4,248 sqft","3506 E  Burnside St, Portland, OR 97214"
"$739,900","3bd3ba1,884 sqft","3923 SW Vacuna St, Portland, OR 97219LISTED 10 DAYS AGO"
"$575,000","3bd2ba1,162 sqft","5725 N  Gay Ave, Portland, OR 97217LISTED 10 DAYS AGO"
"$679,000","3bd3ba2,643 sqft","10019 NE Skidmore St, Portland, OR 97220LISTED 10 DAYS AGO"
"$1,495,000","6bd4ba3,921 sqft","313 N  Holman St, Portland, OR 97217LISTED 10 DAYS AGO"
"$378,800","2bd2ba975 sqft","255 SW Harrison St #17H, Portland, OR 97201LISTED 10 DAYS AGO"
"$345,000","2bd1ba1,000 sqft","3818 SE 16th Ave, Portland, OR 97202LISTED 10 DAYS AGO"
"$190,000","Studio1ba456 sqft","1410 SW 11th Ave #405, Portland, OR 97201LISTED 10 DAYS AGO"
"$249,000","2bd1ba690 sqft","8676 N  Willamette Blvd, Portland, OR 97203LISTED 10 DAYS AGO"
"$450,000","2bd1ba740 sqft","2012 SE 87th Ave, Portland, OR 97216LISTED 10 DAYS AGO"
"$689,900+","3bd3ba2,762 sqft","Cambridge Plan in Hawthorne Estates, Portland, OR 97216"
"$425,000","3bd2ba1,008 sqft","6936 N  Richards St, Portland, OR 97203LISTED 10 DAYS AGO"
"$919,000","6bd3ba3,005 sqft","935 N  Emerson St, Portland, OR 97217LISTED 10 DAYS AGO"
"$355,950","3bd3ba1,642 sqft","1827 SE 94th Ave, Portland, OR 97216LISTED 10 DAYS AGO"
"$525,000","4bd2ba1,850 sqft","850 NE 114th Ave, Portland, OR 97220LISTED 10 DAYS AGO"
"$437,500","3bd2ba1,611 sqft","1826 NE 101st Ave, Portland, OR 97220LISTED 10 DAYS AGO"
"$649,000","3bd3ba1,959 sqft","9826 SW Taylor Ct, Tigard, OR 97223LISTED 10 DAYS AGO"
"$535,000","3bd2ba1,624 sqft","13005 SW 107th Ct, Tigard, OR 97223LISTED 10 DAYS AGO"
"$998,000","4bd3ba2,768 sqft (on 0.32 acres)","3131 NW Greenbriar Ter, Portland, OR 97210LISTED 10 DAYS AGO"
"$179,900","Studio1ba477 sqft","1134 SW Jefferson St #508, Portland, OR 97201LISTED 10 DAYS AGO"
"$985,000","4bd2ba3,419 sqft","1015 SE 14th Ave, Portland, OR 97214LISTED 10 DAYS AGO"
"$629,000","3bd2ba1,620 sqft","3318 SE 64th Ave, Portland, OR 97206LISTED 10 DAYS AGO"
"$679,900","4bd2ba3,468 sqft","6025 NE 10th Ave, Portland, OR 97211LISTED 10 DAYS AGO"
"$575,000","4bd2ba2,944 sqft","1521 SE 120th Ave, Portland, OR 97216LISTED 10 DAYS AGO"
"$619,900","1bd2ba1,139 sqft","1025 NW Couch St #1121, Portland, OR 97209LISTED 10 DAYS AGO"
"$350,000","2bd1ba992 sqft","212 NE 79th Ave #102, Portland, OR 97213LISTED 10 DAYS AGO"
"$350,000","","SE Sager Rd   #3, Happy Valley, OR 97086LISTED 10 DAYS AGO"
"$450,000","2bd1ba1,326 sqft (on 0.31 acres)","12070 SE Beckman Ave, Milwaukie, OR 97222LISTED 10 DAYS AGO"
"$405,000","3bd2ba1,351 sqft","2012 NE 159th Ave, Portland, OR 97230LISTED 10 DAYS AGO"
"$749,000","4bd3ba2,749 sqft","7414 SW 64th Pl, Portland, OR 97219LISTED 10 DAYS AGO"
"$474,960+","3bd3ba1,547 sqft","The 1547 Plan in Pleasant Valley Villages, Happy Valley, OR 97086"
"$1,139,995+","5bd3ba3,249 sqft","McCormick Plan in Toll Brothers at Hosford Farms - Vista Collection, Portland, OR 97229"
"$285,000","3bd1ba980 sqft","1150 NE Stafford St, Portland, OR 97211LISTED 11 DAYS AGO"
"$565,000","3bd1ba2,116 sqft","5006 N  Commercial Ave, Portland, OR 97217LISTED 11 DAYS AGO"
"$629,900","3bd2ba1,914 sqft","10907 NE Morris St, Portland, OR 97220LISTED 11 DAYS AGO"
"$690,000","4bd2ba3,206 sqft (on 0.55 acres)","8807 SW Spruce St, Tigard, OR 97223LISTED 11 DAYS AGO"
"$899,900","4bd3ba3,004 sqft (on 0.31 acres)","7100 SW Sharon Ln, Portland, OR 97225LISTED 11 DAYS AGO"
"$785,000","4bd3ba2,421 sqft","11525 NW Knightsview Ln, Portland, OR 97229LISTED 11 DAYS AGO"
"$975,000","2bd2ba2,778 sqft","4530 NW Tamoshanter Way, Portland, OR 97229LISTED 11 DAYS AGO"
"$919,950","4bd3ba2,919 sqft","4277 NW Meisner Dr, Portland, OR 97229LISTED 11 DAYS AGO"
"$1,285,000","3bd3ba3,208 sqft","3470 NE Klickitat St, Portland, OR 97212LISTED 11 DAYS AGO"
"$475,000","3bd3ba1,293 sqft","10828 SW 63rd Ave, Portland, OR 97219"
"$589,000","5bd2ba2,692 sqft","815 SE 49th Ave, Portland, OR 97215"
"$656,500","3bd2ba2,113 sqft","2347 N  Schofield St, Portland, OR 97217"
"$399,999","3bd2ba1,349 sqft","6921 SE Crystal Springs Blvd, Portland, OR 97206"
"$749,900","5bd4ba3,180 sqft","4111 SW Comus St, Portland, OR 97219"
"$849,000","4bd3ba3,203 sqft","3346 E  Burnside St, Portland, OR 97214"
"$998,000","4bd4ba2,672 sqft","349 S  Carolina St, Portland, OR 97239"
"$430,000","3bd3ba1,577 sqft","9752 N  Hodge Ave, Portland, OR 97203"
"$489,900","3bd3ba1,631 sqft","9748 N  Hodge Ave, Portland, OR 97203"
"$339,900","2bd1ba632 sqft","1806 NE Bryant St, Portland, OR 97211"
"$398,000","3bd1ba936 sqft","8127 SE Taylor St, Portland, OR 97215"
"$639,641","3bd3ba1,609 sqft","16725 SE Mist Layer Loop #554, Happy Valley, OR 97086"
"$1,950,000","3bd4ba4,673 sqft","3465 NE Pacific St, Portland, OR 97232"
"$599,000","2bd2ba1,319 sqft","1500 SW 5th Ave #606, Portland, OR 97201"
"$529,900","4bd3ba1,824 sqft","5731 SE 134th Pl, Portland, OR 97236"
"$850,000","2bd2ba2,662 sqft (on 0.25 acres)","3001 NE Ainsworth St, Portland, OR 97211"
"$329,900","1bd1ba576 sqft","4518 NE 19th Ave, Portland, OR 97211"
"$595,000","3bd3ba1,837 sqft","2402 NW Miller Rd, Portland, OR 97229"
"$379,000","3bd2ba1,008 sqft","9640 SE Ellis St, Portland, OR 97266"
"$355,000","2bd2ba1,126 sqft","4320 S  Corbett Ave #312, Portland, OR 97239"
"$429,000","3bd2ba1,352 sqft","1425 NE Bryant Ct, Portland, OR 97211"
"$684,960","4bd3ba2,366 sqft","14029 SE Piper Cub Way  #4, Portland, OR 97267"
"$1,599,900","6bd6ba3,355 sqft","6181 N  Campbell Ave, Portland, OR 97217"
"$879,900","2bd3ba1,822 sqft","5323 N  Yale St, Portland, OR 97203"
"$849,900","2bd2ba1,540 sqft","3315 NE Rodney Ave, Portland, OR 97212"
"$689,900","5bd5ba2,550 sqft","13111 SE Nixon Ave, Milwaukie, OR 97222"
"$1,250,000","4bd5ba4,294 sqft (on 1.44 acres)","16485 SW 137th Ave, Tigard, OR 97224"
"$159,900","","11790 SE Morrison St, Portland, OR 97216"
"$539,900","4bd2ba1,840 sqft","9917 NE Campaign St, Portland, OR 97220"
"$399,000","3bd1ba968 sqft","1103 NE 80th Ave, Portland, OR 97213"
"$430,000","3bd2ba1,358 sqft","6314 SE 87th Ave, Portland, OR 97266"
"$430,000","3bd2ba1,358 sqft","6324 SE 87th Ave, Portland, OR 97266"
"$430,000","3bd2ba1,358 sqft","6320 SE 87th Ave, Portland, OR 97266"
"$675,000","3bd3ba2,174 sqft (on 0.27 acres)","12265 NW Lovejoy St, Portland, OR 97229"
"$499,000","2bd1ba940 sqft","10900 NE 2nd Ave, Portland, OR 97211"
"$497,000","3bd3ba1,490 sqft","17219 SW Montague Way, King City, OR 97224"
"$725,000","5bd3ba3,200 sqft","13219 SW Essex Dr, Tigard, OR 97223"
"$789,900","4bd3ba1,744 sqft","7036 SW 35th Ave, Portland, OR 97219"
"$384,900","2bd2ba948 sqft","16750 SW Monaco Ln, King City, OR 97224"
"$999,999","6bd3ba2,977 sqft (on 0.32 acres)","3203 SW 2nd Ave, Portland, OR 97239"
"$369,000","1bd1ba847 sqft","1410 NW Kearney St #1029, Portland, OR 97209"
"$1,029,995+","5bd3ba2,787 sqft","Tillamook Plan in Toll Brothers at Hosford Farms - Vista Collection, Portland, OR 97229"
"$465,000","3bd1ba933 sqft","12315 SE 67th Ct, Milwaukie, OR 97222"
"$379,900","3bd2ba1,072 sqft","4024 SE 134th Ave, Portland, OR 97236"
"$519,000","4bd2ba2,464 sqft","13843 NE Fremont St, Portland, OR 97230"
"$234,900","3bd2ba1,180 sqft","2107 SE 148th Pl, Portland, OR 97233"
"$629,000","5bd3ba3,365 sqft (on 0.26 acres)","1221 NE 136th Ave, Portland, OR 97230"
"$615,000","5bd2ba2,400 sqft","8567 N  Mohawk Ave, Portland, OR 97203"
"$600,000","4bd3ba2,344 sqft","9630 SE Wessex Way, Happy Valley, OR 97086"
"$575,000","3bd2ba1,415 sqft","21345 NW Rock Creek Blvd, Portland, OR 97229"
"$511,000","2bd2ba1,107 sqft","1420 NW Lovejoy St #521, Portland, OR 97209"
"$350,000","2bd1ba720 sqft","8704 SE Cornwell Ave, Happy Valley, OR 97086"
"$389,900","3bd1ba1,021 sqft","10630 SE Long St, Portland, OR 97266"
"$425,000","Studio","9265 NE Glisan St, Portland, OR 97220"
"$624,900","4bd3ba3,054 sqft","10607 NW 4th Pl, Portland, OR 97231"
"$350,000","3bd3ba1,494 sqft","13090 SE Glenwood St, Portland, OR 97236"
"$775,000","3bd2ba2,321 sqft","8333 SW 4th Ave, Portland, OR 97219"
"$500,000","1bd1ba666 sqft","435 SW Carson St, Portland, OR 97219"
"$449,950","3bd2ba1,658 sqft","2425 NE 134th Pl, Portland, OR 97230"
"$399,000","3bd1ba1,152 sqft","14414 SE Alder Ct, Portland, OR 97233"
"$1,040,000","4bd4ba3,196 sqft","2768 SW Fairmount Blvd, Portland, OR 97239"
"$855,990+","5bd4ba3,150 sqft","Ashton Plan in Eastridge - Legacy Series, Portland, OR 97224"
"$4,799,900","1bd3ba11,491 sqft","1515 N  Simpson St   #11079733, Portland, OR 97217"
"$2,500,000","4bd5ba20,272 sqft","1821 SE Cesar E Chavez Blvd, Portland, OR 97214"
"$339,900","2bd2ba864 sqft","611 SE 142nd Ave  #B, Portland, OR 97233"
"$399,900","3bd3ba1,510 sqft","611 SE 142nd Ave  #A, Portland, OR 97233"
"$425,000","2bd1ba1,848 sqft","6021 NE Failing St, Portland, OR 97213"
"$429,000","3bd2ba1,281 sqft","2350 NE 159th Ave, Portland, OR 97230"
"$339,850","3bd3ba1,228 sqft","12242 SE Raymond St, Portland, OR 97236"
"$467,000","3bd2ba1,341 sqft","2745 SE 167th Ave, Portland, OR 97236"
"$525,000","3bd3ba1,249 sqft","5850 NE 10th Ave, Portland, OR 97211"
"$399,997","3bd2ba2,318 sqft","868 NE 68th Ave, Portland, OR 97213"
"$540,000","6bd3ba2,392 sqft","5811 SE 88th Ave, Portland, OR 97266"
"$1,165,000","5bd3ba3,162 sqft (on 1.39 acres)","9449 NW Kaiser Rd, Portland, OR 97231"
"$340,000","3bd2ba1,207 sqft","10024 SE Taggart St, Portland, OR 97266"
"$569,000","4bd2ba2,384 sqft","5947 NE 14th Ave, Portland, OR 97211"
"$650,000","4bd3ba1,823 sqft","5103 NW 140th Ave, Portland, OR 97229"
"$241,000","2bd1ba741 sqft","9817 NE Irving St #216, Portland, OR 97220"
"$649,960+","3bd3ba1,833 sqft","The 1833 with 2 car garage Plan in Pleasant Valley Villages, Happy Valley, OR 97086"
"$1,850,000","6bd7ba5,766 sqft","2134 NE 19th Ave, Portland, OR 97212"
"$529,900","3bd3ba1,520 sqft","6140 NE Milton St, Portland, OR 97213"
"$369,000","3bd1ba1,008 sqft","2213 SE 179th Ave, Portland, OR 97233"
"$549,900","3bd3ba1,520 sqft","6132 NE Milton St, Portland, OR 97213"
"$429,900","3bd1ba2,379 sqft","8530 E  Burnside St, Portland, OR 97216"
"$489,000","4bd1ba1,440 sqft","3105 SE 78th Ave, Portland, OR 97206"
"$449,000","2bd2ba1,676 sqft","14871 NE Thompson St, Portland, OR 97230"
"$499,900","4bd4ba3,202 sqft","11703 SE Flavel St, Portland, OR 97266"
"$1,699,000","5bd5ba6,684 sqft (on 0.69 acres)","11915 SE Solomon Ct, Happy Valley, OR 97086"
"$474,900","4bd2ba1,680 sqft","1716 NE 81st Ave, Portland, OR 97213"
"$1,099,000","5bd3ba3,249 sqft","6701 SW Alfred St, Portland, OR 97223"
"$950,000","","10050 SE 97th Ave, Happy Valley, OR 97086"
"$535,000","2bd3ba1,370 sqft","150 N  Buffalo St, Portland, OR 97217"
"$899,900","2bd2ba2,993 sqft","14242 NW Bordeaux Ln, Portland, OR 97229"
"$429,000","2bd2ba1,200 sqft","1 NE Wygant St, Portland, OR 97211"
"$269,000","","3564 SW Hillside Dr, Portland, OR 97221"
"$499,900","3bd2ba1,260 sqft (on 0.25 acres)","8005 SW 62nd Pl, Portland, OR 97219"
"$479,000","2bd2ba977 sqft","1132 SW 19th Ave #308, Portland, OR 97205"
"$565,000","3bd1ba2,496 sqft","131 N  Russet St, Portland, OR 97217"
"$406,500","3bd1ba1,040 sqft","12640 NE Hassalo St, Portland, OR 97230"
"$320,000","1bd1ba783 sqft","3601 SW River Pkwy #612, Portland, OR 97239"
"$1,199,000","3bd3ba3,001 sqft","8505 SE 16th Ave, Portland, OR 97202"
"$462,500","3bd2ba1,516 sqft","3230 SE 152nd Ave, Portland, OR 97236"
"$1,250,000","5bd5ba5,665 sqft (on 0.27 acres)","12446 SE Eagle Glen Dr, Happy Valley, OR 97086"
"$767,000","4bd3ba2,332 sqft","3916 N  Willis Blvd, Portland, OR 97217"
"$999,000","2bd2ba1,668 sqft","841 S  Gaines St #1610, Portland, OR 97239"
"$489,900","3bd3ba1,724 sqft","7852 NW Catalpa St, Portland, OR 97229"
"$839,000","4bd2ba2,836 sqft","919 NE Webster St, Portland, OR 97211"
"$1,250,000","2bd2ba1,368 sqft","1075 NW Northrup St #2512, Portland, OR 97209"
"$430,000","3bd3ba1,577 sqft","9738 N  Hodge Ave, Portland, OR 97203"
"$599,900","4bd3ba1,663 sqft (on 0.33 acres)","9705 SW Marilyn Ct, Tigard, OR 97224"
"$2,650,000","4bd3ba4,776 sqft (on 1 acre)","7405 SW Hunt Club Ln, Portland, OR 97223"
"$449,000","1bd1ba886 sqft","1132 SW 19th Ave #205, Portland, OR 97205"
"$674,500","3bd1ba1,596 sqft","416 NE Going St, Portland, OR 97211"
"$1,450,000","5bd4ba3,873 sqft","1927 NE 16th Ave, Portland, OR 97212"
"$425,000","3bd3ba1,418 sqft","6823 N  Powers St, Portland, OR 97203"
"$385,000","3bd1ba816 sqft (on 0.42 acres)","14519 SE River Rd, Milwaukie, OR 97267"
"$359,000","2bd2ba1,862 sqft","12419 SE Bush St, Portland, OR 97236"
"$1,150,000","4bd4ba3,255 sqft","8651 SW 42nd Ave, Portland, OR 97219"
"$1,100,000","5bd3ba2,668 sqft","3160 SE 24th Ave, Portland, OR 97202"
"$1,850,000","5bd4ba3,771 sqft","9091 SW Morrison St, Portland, OR 97225"
"$1,975,000","5bd4ba3,853 sqft (on 0.56 acres)","9095 SW Taylor St, Portland, OR 97225"
"$1,235,000","5bd3ba3,047 sqft","6145 NE 36th Ave, Portland, OR 97211"
"$559,000","2bd2ba1,812 sqft","7439 N  Huron Ave, Portland, OR 97203"
"$350,000","4bd2ba1,588 sqft","4207 SE Franklin St, Milwaukie, OR 97222"
"$495,900","2bd2ba2,230 sqft","1725 SE 135th Ave, Portland, OR 97233"
"$775,000","4bd3ba2,482 sqft","15117 NW Dane Ln, Portland, OR 97229"
"$639,900+","3bd3ba2,305 sqft","Monroe Plan in Hawthorne Estates, Portland, OR 97216"
"$374,990","3bd1ba940 sqft","3715 SE 119th Ave, Portland, OR 97266"
"$569,900","4bd4ba2,103 sqft","5433 NE Killingsworth St, Portland, OR 97218"
"$590,000","3bd3ba1,480 sqft","6463 NW Wenmarie Dr, Portland, OR 97229"
"$535,000","1bd1ba1,077 sqft","416 NW 13th Ave #209, Portland, OR 97209"
"$729,960+","3bd3ba2,321 sqft","The 2321 - 3 car w/ Shop Plan in Pleasant Valley Villages, Happy Valley, OR 97086"
"$1,324,995+","6bd5ba4,405 sqft","Springhill with Basement Plan in Toll Brothers at Hosford Farms - Vista Collection, Portland, OR 97229"
"$415,000","4bd2ba1,520 sqft","6275 N  Mears St, Portland, OR 97203"
"$775,000","5bd3ba3,050 sqft","8013 SE 140th Dr, Portland, OR 97236"
"$515,000","3bd3ba3,393 sqft","237 NE 176th Ave, Portland, OR 97230"
"$2,700,000","4bd2ba6,140 sqft","8300 SE Flavel St, Portland, OR 97266"
"$575,000","3bd1ba1,766 sqft (on 0.27 acres)","9982 SW Johnson St, Tigard, OR 97223"
"$799,000","5bd3ba3,959 sqft (on 0.39 acres)","10450 SW 53rd Ave, Portland, OR 97219"
